Code,Title,Dept,Level,A,B,C,D,F,FX,Pass,Not pass,IP,W,Total,#VALUE!,Gender,Semester,Year,teacher_id
MCM 102,Mathematical analysis 2,ENG,1.0,3.0,7.0,6.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0,38.0,7.9%   18.4%   15.8%   23.7%   34.2%,1,1,2021,159
MCM 108,Programming Technologies for Mathematics,ENG,1.0,3.0,10.0,29.0,29.0,48.0,25.0,0.0,0.0,0.0,0.0,144.0,2.1%   6.9%   20.1%   20.1%   50.7%,1,1,2021,4
MCM 201,Mathematical and Complex analysis,ENG,1.0,8.0,18.0,15.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,60.0,13.3%   30%   25%   8.3%   23.3%,1,1,2021,156
MCM 308,Heat and Mass Transfer Modeling,ENG,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,14.3%   14.3%   14.3%   28.6%   28.6%,0,1,2021,178
MDE 103,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0.0,30.0,18.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,50%   30%   16.7%   1.7%   1.7%,1,1,2021,179
MDE 103,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0.0,5.0,23.0,16.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,58.0,8.6%   39.7%   27.6%   12.1%   12.1%,1,1,2021,180
MDE 106,Foreign Language 2 (English for Specific Purposes - B2+ level),MDE,0.0,12.0,15.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,28.6%   35.7%   23.8%   7.1%   4.8%,1,1,2021,179
MDE 106,Foreign Language 2 (English for Specific Purposes - B2+ level),MDE,0.0,14.0,36.0,25.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,90.0,15.6%   40%   27.8%   5.6%   11.1%,1,1,2021,181
MDE 106,Foreign Language 2 (English for Specific Purposes - B2+ level),BS,0.0,7.0,17.0,9.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,45.0,15.6%   37.8%   20%   17.8%   8.9%,1,1,2021,182
MDE 106,Foreign Language 2 (English for Specific Purposes - B2+ level),ENG,0.0,34.0,49.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,99.0,34.3%   49.5%   8.1%   3%   5.1%,1,1,2021,183
MDE 108,Foreign Language 2 (General English - A1+ level),MDE,0.0,18.0,40.0,41.0,19.0,10.0,5.0,0.0,0.0,0.0,0.0,133.0,13.5%   30.1%   30.8%   14.3%   11.3%,1,1,2021,184
MDE 110,Foreign Language 2 (General English - A2+ level),LAW,0.0,3.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,14.3%   52.4%   19%   4.8%   9.5%,1,1,2021,184
MDE 112,Kazakh Language 2 (А2 level/for foreigners),MDE,0.0,3.0,6.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,15%   30%   20%   5%   30%,1,1,2021,185
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,5.0,17.0,12.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,49.0,10.2%   34.7%   24.5%   16.3%   14.3%,1,1,2021,186
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,2.0,22.0,8.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,42.0,4.8%   52.4%   19%   7.1%   16.7%,1,1,2021,185
MDE 114,Kazakh Language 2 (B1 level),ENG,0.0,7.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,38.9%   38.9%   16.7%   0%   5.6%,1,1,2021,187
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,13.0,16.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,51.0,25.5%   31.4%   25.5%   5.9%   11.8%,1,1,2021,188
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,15.0,58.0,25.0,5.0,1.0,19.0,0.0,0.0,0.0,0.0,123.0,12.2%   47.2%   20.3%   4.1%   16.3%,1,1,2021,189
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,59.0,45.0,22.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,148.0,39.9%   30.4%   14.9%   6.1%   8.8%,1,1,2021,190
MDE 114,Kazakh Language 2 (B1 level),MDE,1.0,92.0,42.0,12.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,157.0,58.6%   26.8%   7.6%   3.2%   3.8%,1,1,2021,191
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,38.0,26.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,52.8%   36.1%   8.3%   1.4%   1.4%,0,1,2021,192
MDE 114,Kazakh Language 2 (B1 level),MDE,0.0,18.0,62.0,51.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,154.0,11.7%   40.3%   33.1%   10.4%   4.5%,0,1,2021,193
MDE 124,Russian Language 2 (B1 level),MDE,0.0,12.0,57.0,28.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,114.0,10.5%   50%   24.6%   4.4%   10.5%,1,1,2021,194
MDE 124,Russian Language 2 (B1 level),MDE,1.0,19.0,67.0,35.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,145.0,13.1%   46.2%   24.1%   1.4%   15.2%,1,1,2021,195
MDE 124,Russian Language 2 (B1 level),MDE,0.0,44.0,49.0,28.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,134.0,32.8%   36.6%   20.9%   4.5%   5.2%,1,1,2021,196
MDE 124,Russian Language 2 (B1 level),MDE,0.0,94.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,118.0,79.7%   18.6%   0%   0%   1.7%,1,1,2021,197
MDE 124,Russian Language 2 (B1 level),MDE,1.0,25.0,65.0,40.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,138.0,18.1%   47.1%   29%   2.2%   3.6%,1,1,2021,198
MDE 124,Russian Language 2 (B1 level),MDE,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,100%   0%   0%   0%   0%,1,1,2021,199
MDE 131,Turkish Language 1 (А1 level),MDE,0.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27.0,18.5%   37%   18.5%   0%   25.9%,0,1,2021,200
MDE 131,Turkish Language 1 (А1 level),MDE,1.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,63.6%   18.2%   0%   0%   18.2%,0,1,2021,201
MDE 132,Turkish Language 2 (А1 level),MDE,0.0,40.0,33.0,21.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,106.0,37.7%   31.1%   19.8%   9.4%   1.9%,0,1,2021,200
MDE 132,Turkish Language 2 (А1 level),MDE,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80%   6.7%   13.3%   0%   0%,0,1,2021,201
MDE 132,Turkish Language 2 (А1 level),MDE,0.0,139.0,120.0,20.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,287.0,48.4%   41.8%   7%   0.7%   2.1%,0,1,2021,202
MDE 132,Turkish Language 2 (А1 level),MDE,1.0,8.0,23.0,13.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,15.1%   43.4%   24.5%   11.3%   5.7%,0,1,2021,203
MDE 132,Turkish Language 2 (А1 level),MDE,1.0,188.0,54.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,254.0,74%   21.3%   2.4%   0%   2.4%,0,1,2021,204
MDE 132,Turkish Language 2 (А1 level),MDE,1.0,22.0,50.0,29.0,12.0,7.0,17.0,0.0,0.0,0.0,1.0,138.0,15.9%   36.2%   21%   8.7%   17.4%,1,1,2021,205
MDE 132,Turkish Language 2 (А1 level),MDE,0.0,9.0,70.0,27.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,116.0,7.8%   60.3%   23.3%   3.4%   5.2%,1,1,2021,206
MDE 132,Turkish Language 2 (А1 level),MDE,0.0,222.0,89.0,15.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,346.0,64.2%   25.7%   4.3%   0.3%   5.5%,0,1,2021,207
MDE 132,Turkish Language 2 (А1 level),MDE,1.0,6.0,29.0,23.0,25.0,6.0,16.0,0.0,0.0,0.0,0.0,105.0,5.7%   27.6%   21.9%   23.8%   21%,1,1,2021,208
MDE 134,Turkish Language 4 (А2 level),NDE,0.0,87.0,70.0,31.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,198.0,43.9%   35.4%   15.7%   3.5%   1%,0,1,2021,200
MDE 134,Turkish Language 4 (А2 level),MDE,1.0,11.0,43.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,14.7%   57.3%   18.7%   8%   1.3%,0,1,2021,201
MDE 134,Turkish Language 4 (А2 level),MDE,0.0,107.0,44.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,165.0,64.8%   26.7%   4.8%   1.8%   1.8%,0,1,2021,209
MDE 134,Turkish Language 4 (А2 level),MDE,1.0,13.0,24.0,14.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,65.0,20%   36.9%   21.5%   16.9%   4.6%,0,1,2021,203
MDE 134,Turkish Language 4 (А2 level),MDE,0.0,6.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.4%   51.6%   25.8%   3.2%   0%,0,1,2021,210
MDE 134,Turkish Language 4 (А2 level),MDE,1.0,19.0,21.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,32.2%   35.6%   20.3%   10.2%   1.7%,1,1,2021,205
MDE 134,Turkish Language 4 (А2 level),MDE,0.0,17.0,32.0,55.0,13.0,0.0,9.0,0.0,0.0,0.0,0.0,126.0,13.5%   25.4%   43.7%   10.3%   7.1%,0,1,2021,211
MDE 134,Turkish Language 4 (А2 level),MDE,0.0,31.0,66.0,31.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,138.0,22.5%   47.8%   22.5%   1.4%   5.8%,1,1,2021,212
MDE 134,Turkish Language 4 (А2 level),MDE,0.0,39.0,48.0,21.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,119.0,32.8%   40.3%   17.6%   5%   4.2%,0,1,2021,207
MDE 136,Turkish Language 2 (B1 level),MDE,1.0,19.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,63.3%   23.3%   6.7%   3.3%   3.3%,0,1,2021,201
MDE 136,Turkish Language 2 (B1 level),MDE,0.0,29.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,90.6%   3.1%   0%   3.1%   3.1%,0,1,2021,209
MDE 136,Turkish Language 2 (B1 level),MDE,1.0,15.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,50%   40%   3.3%   0%   6.7%,0,1,2021,204
MDE 136,Turkish Language 2 (B1 level),MDE,0.0,16.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,53.3%   26.7%   10%   0%   10%,0,1,2021,211
MDE 136,Turkish Language 2 (B1 level),MDE,0.0,11.0,10.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,33.3%   30.3%   18.2%   9.1%   9.1%,1,1,2021,206
MDE 136,Turkish Language 2 (B1 level),MDE,0.0,2.0,10.0,11.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,6.9%   34.5%   37.9%   6.9%   13.8%,0,1,2021,207
MDE 136,Turkish Language 2 (B1 level),MDE,1.0,7.0,3.0,6.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,27.0,25.9%   11.1%   22.2%   3.7%   33.3%,1,1,2021,208
MDE 138,Turkish Language 4 (B2 level),MDE,1.0,19.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,36.0,52.8%   16.7%   16.7%   2.8%   11.1%,1,1,2021,213
MDE 138,Turkish Language 4 (B2 level),MDE,0.0,29.0,20.0,17.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,72.0,40.3%   27.8%   23.6%   4.2%   4.2%,0,1,2021,210
MDE 138,Turkish Language 4 (B2 level),MDE,1.0,19.0,4.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,33.0,57.6%   12.1%   6.1%   3%   18.2%,1,1,2021,205
MDE 138,Turkish Language 4 (B2 level),MDE,0.0,10.0,17.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,35.0,28.6%   48.6%   11.4%   0%   11.4%,1,1,2021,212
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,1.0,460.0,150.0,18.0,22.0,3.0,15.0,0.0,0.0,0.0,0.0,668.0,68.9%   22.5%   2.7%   3.3%   2.7%,1,1,2021,214
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,0.0,79.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,101.0,78.2%   18.8%   0%   0%   3%,0,1,2021,215
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,1.0,307.0,57.0,10.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,383.0,80.2%   14.9%   2.6%   1%   1.3%,1,1,2021,214
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,0.0,136.0,22.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,163.0,83.4%   13.5%   1.8%   0%   1.2%,0,1,2021,215
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,1.0,52.0,28.0,9.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,106.0,49.1%   26.4%   8.5%   7.5%   8.5%,1,1,2021,214
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,0.0,584.0,117.0,8.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,755.0,77.4%   15.5%   1.1%   0%   6.1%,0,1,2021,215
MDE 154,Module of Social and Political Knowledge (Psychology),LAW,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100%   0%   0%   0%   0%,1,1,2021,216
MDE 154,Module of Social and Political Knowledge (Psychology),MDE,0.0,838.0,143.0,16.0,21.0,7.0,31.0,0.0,0.0,0.0,0.0,1056.0,79.4%   13.5%   1.5%   2%   3.6%,1,1,2021,217
MDE 171,Modern History of Kazakhstan,MDE,0.0,112.0,165.0,67.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,367.0,30.5%   45%   18.3%   3.5%   2.7%,0,1,2021,218
MDE 171,Modern History of Kazakhstan,MDE,0.0,98.0,129.0,27.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,260.0,37.7%   49.6%   10.4%   0.4%   1.9%,0,1,2021,219
MDE 172,Philosophy,MDE,1.0,383.0,152.0,57.0,29.0,2.0,84.0,0.0,0.0,0.0,1.0,708.0,54.1%   21.5%   8.1%   4.1%   12.1%,0,1,2021,220
MDE 173,Information and Communication Technologies (in English),MDE,0.0,16.0,17.0,37.0,38.0,9.0,16.0,0.0,0.0,0.0,0.0,133.0,12%   12.8%   27.8%   28.6%   18.8%,1,1,2021,221
MDE 177,Turkish Language 1 (А1 level),PED,0.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,56.3%   37.5%   6.3%   0%   0%,1,1,2021,206
MDE 178,Turkish Language 2 (А2 level),PED,0.0,1.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4%   56%   32%   8%   0%,1,1,2021,222
MDE 178,Turkish Language 2 (А2 level),PED,1.0,4.0,13.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,12.1%   39.4%   36.4%   9.1%   3%,0,1,2021,223
MDE 178,Turkish Language 2 (А2 level),PED,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,100%   0%   0%   0%   0%,0,1,2021,209
MDE 178,Turkish Language 2 (А2 level),MDE,1.0,41.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,60.3%   33.8%   5.9%   0%   0%,0,1,2021,203
MDE 178,Turkish Language 2 (А2 level),PED,1.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,87.9%   12.1%   0%   0%   0%,0,1,2021,204
MDE 178,Turkish Language 2 (А2 level),PED,0.0,5.0,9.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,20%   36%   24%   16%   4%,0,1,2021,211
MDE 178,Turkish Language 2 (А2 level),PED,0.0,43.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,62.3%   34.8%   2.9%   0%   0%,1,1,2021,212
MDE 180,Turkish Language 2 (B2 level),PED,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.2%   46.2%   7.7%   0%   0%,1,1,2021,205
MDE 180,Turkish Language 2 (B2 level),MDE,1.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.9%   27.3%   31.8%   0%   0%,1,1,2021,208
MDE 182,Kazakh Language for Professional Purposes,MDE,0.0,1.0,3.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,4.5%   13.6%   31.8%   40.9%   9.1%,1,1,2021,186
MDE 185,Sociology,MDE,0.0,5.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,35.7%   28.6%   7.1%   0%   28.6%,0,1,2021,224
MDE 188,Foreign Language 2 (English for Specific Purposes - B1+ level ),LAW,0.0,14.0,6.0,12.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,48.0,29.2%   12.5%   25%   20.8%   12.5%,1,1,2021,181
MDE 188,Foreign Language 2 (English for Specific Purposes - B1+ level ),BS,0.0,8.0,39.0,32.0,16.0,3.0,4.0,0.0,0.0,0.0,0.0,102.0,7.8%   38.2%   31.4%   15.7%   6.9%,1,1,2021,182
MDE 190,Foreign Language 1 (English for Specific Purposes - B1 level ),ENG,0.0,2.0,23.0,20.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,56.0,3.6%   41.1%   35.7%   8.9%   8.9%,1,1,2021,225
MDE 190,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0.0,1.0,21.0,50.0,34.0,13.0,26.0,0.0,0.0,0.0,3.0,148.0,0.7%   14.2%   33.8%   23%   26.4%,1,1,2021,226
MDE 191,Foreign Language 2 (English for Specific Purposes - B1+ level ),MDE,0.0,1.0,12.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,3.2%   38.7%   32.3%   16.1%   9.7%,1,1,2021,184
MDE 191,Foreign Language 2 (English for Specific Purposes - B1+ level ),MDE,0.0,4.0,13.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,14.8%   48.1%   29.6%   3.7%   3.7%,1,1,2021,179
MDE 191,Foreign Language 2 (English for Specific Purposes - B1+ level ),ENG,0.0,66.0,33.0,45.0,15.0,5.0,13.0,0.0,0.0,0.0,1.0,178.0,37.1%   18.5%   25.3%   8.4%   10.1%,0,1,2021,227
MDE 191,Foreign Language 2 (English for Specific Purposes - B1+ level ),ENG,0.0,69.0,24.0,12.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,112.0,61.6%   21.4%   10.7%   3.6%   2.7%,1,1,2021,228
MDE 523,Psychology of Management,BS,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100%   0%   0%   0%   0%,1,1,2021,216
MDE 552,Higher School Pedagogy,LAW,1.0,13.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,43.3%   50%   3.3%   0%   3.3%,1,1,2021,121
MDE 552,Higher School Pedagogy,BS,1.0,31.0,13.0,15.0,6.0,0.0,13.0,0.0,0.0,0.0,1.0,79.0,39.2%   16.5%   19%   7.6%   16.5%,1,1,2021,229
MDE 554,Foreign Language (professional),ENG,0.0,15.0,17.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,51.0,29.4%   33.3%   17.6%   2%   17.6%,1,1,2021,226
MDE 554,Foreign Language (professional),MDE,0.0,29.0,24.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,50%   41.4%   3.4%   0%   5.2%,1,1,2021,183
PED 104,Elementary mathematics,PED,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25%   75%   0%   0%   0%,1,1,2021,230
PED 108,Academic English 1,PED,0.0,11.0,36.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,16.2%   52.9%   25%   4.4%   0%,1,1,2021,180
PED 111,Linear Algebra,PED,0.0,20.0,37.0,15.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,81.0,24.7%   45.7%   18.5%   6.2%   4.9%,1,1,2021,231
PED 112,Mechanics,PED,1.0,5.0,11.0,24.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,51.0,9.8%   21.6%   47.1%   13.7%   7.8%,0,1,2021,232
PED 117,General biology,PED,0.0,17.0,32.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,31.5%   59.3%   7.4%   1.9%   0%,0,1,2021,233
PED 118,General chemistry,PED,1.0,16.0,24.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,29.1%   43.6%   23.6%   1.8%   1.8%,0,1,2021,234
PED 126,Principles of Programming and Language,PED,0.0,2.0,14.0,21.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,49.0,4.1%   28.6%   42.9%   12.2%   12.2%,1,1,2021,235
PED 128,English for Special Purposes 1(CLIL),PED,0.0,8.0,16.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,25%   50%   12.5%   9.4%   3.1%,1,1,2021,184
PED 128,English for Special Purposes 1(CLIL),PED,0.0,31.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,54.4%   40.4%   5.3%   0%   0%,1,1,2021,179
PED 128,English for Special Purposes 1(CLIL),PED,0.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.2%   38.9%   27.8%   11.1%   0%,1,1,2021,180
PED 132,Mathematical Analysis 2,PED,0.0,9.0,30.0,26.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,11.3%   37.5%   32.5%   16.3%   2.5%,0,1,2021,236
PED 208,Thermodynamics,PED,0.0,4.0,10.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.8%   34.5%   44.8%   6.9%   0%,0,1,2021,237
PED 212,Organic Chemistry,PED,1.0,3.0,29.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,5.8%   55.8%   36.5%   0%   1.9%,0,1,2021,238
PED 223,Pedagogy,PED,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,100%   0%   0%   0%   0%,1,1,2021,239
PED 223,Pedagogy,PED,0.0,17.0,53.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,91.0,18.7%   58.2%   19.8%   0%   3.3%,0,1,2021,240
PED 242,User Interface Design,PED,0.0,5.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.7%   60%   20%   3.3%   0%,1,1,2021,235
PED 246,Mathematical Analysis 4,PED,0.0,15.0,12.0,14.0,11.0,4.0,3.0,0.0,0.0,0.0,4.0,63.0,23.8%   19%   22.2%   17.5%   11.1%,1,1,2021,230
PED 265,Ecology and Life Security Precautions,PED,1.0,18.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,43.9%   48.8%   0%   7.3%   0%,1,1,2021,241
PED 298,Educational and introductory practice,PED,0.0,28.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,47.5%   50.8%   0%   1.7%   0%,1,1,2021,230
PED 298,Educational and introductory practice,PED,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.3%   60.7%   0%   0%   0%,1,1,2021,235
PED 310,Professional Oriented Foreign Language(CLIL),PED,0.0,17.0,62.0,15.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,111.0,15.3%   55.9%   13.5%   4.5%   10.8%,1,1,2021,242
PED 320,Electrodynamics,PED,0.0,2.0,10.0,16.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,35.0,5.7%   28.6%   45.7%   5.7%   14.3%,0,1,2021,237
PED 321,Web programming,PED,0.0,11.0,13.0,8.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,42.0,26.2%   31%   19%   9.5%   14.3%,0,1,2021,77
PED 324,Physical chemistry,PED,1.0,6.0,11.0,60.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,92.0,6.5%   12%   65.2%   9.8%   6.5%,0,1,2021,238
PED 328,Calculation methods,PED,0.0,4.0,13.0,6.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,32.0,12.5%   40.6%   18.8%   6.3%   21.9%,0,1,2021,243
PED 339,Biotechnology,PED,0.0,1.0,19.0,31.0,12.0,3.0,7.0,0.0,0.0,0.0,0.0,73.0,1.4%   26%   42.5%   16.4%   13.7%,1,1,2021,244
PED 342,Chemical Industry,PED,1.0,28.0,31.0,19.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,86.0,32.6%   36%   22.1%   3.5%   5.8%,0,1,2021,238
PED 351,Electrochemistry,PED,1.0,15.0,42.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,72.0,20.8%   58.3%   12.5%   4.2%   4.2%,1,1,2021,245
PED 357,Algorithms and Olympic Programming,PED,0.0,6.0,19.0,13.0,8.0,4.0,9.0,0.0,0.0,0.0,3.0,62.0,9.7%   30.6%   21%   12.9%   21%,0,1,2021,246
PED 361,Applied Statistics,PED,1.0,7.0,12.0,9.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,33.0,21.2%   36.4%   27.3%   0%   15.2%,0,1,2021,247
PED 363,Plant and animal biology,PED,0.0,2.0,22.0,21.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,3.8%   41.5%   39.6%   9.4%   5.7%,1,1,2021,248
PED 369,Mathematics 2,PED,0.0,2.0,5.0,17.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,5.4%   13.5%   45.9%   32.4%   2.7%,1,1,2021,249
PED 370,Microbiology,PED,0.0,5.0,22.0,40.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,75.0,6.7%   29.3%   53.3%   6.7%   4%,0,1,2021,233
PED 380,Methods of teaching mathematics and STEM,PED,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,66.7%   33.3%   0%   0%   0%,0,1,2021,236
PED 390,CLIL Mathematics,PED,0.0,5.0,13.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,34.0,14.7%   38.2%   23.5%   11.8%   11.8%,1,1,2021,242
PED 391,Complex Analysis,PED,1.0,5.0,14.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,15.2%   42.4%   21.2%   9.1%   12.1%,0,1,2021,247
PED 398,Teaching practice (continuous),PED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0%   0%   0%   0%   0%,1,1,2021,231
PED 405,Mobile Application Development,PED,0.0,4.0,14.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,38.0,10.5%   36.8%   34.2%   10.5%   7.9%,0,1,2021,250
