Code,Subject,Dept,Level,A,B,C,D,FX,F,Pass,Not Pass,IP,W,Total,%,Gender,Semester,Year,teacher_id
MDE 107,Foreign Language 1 (General English - A1 level),MDE,0,7,23,2,1,0,1,0,0,0,0,34,20.6%   67.6%   5.9%   2.9%   2.9%,1,1,2023,473
MDE 107,Foreign Language 1 (General English - A1 level),MDE,0,0,2,8,8,2,1,0,0,0,0,21,0%   9.5%   38.1%   38.1%   14.3%,1,1,2023,318
MDE 107,Foreign Language 1 (General English - A1 level),MDE,0,13,15,12,13,5,4,0,0,0,1,63,20.6%   23.8%   19%   20.6%   14.3%,1,1,2023,184
MDE 111,Kazakh Language 1 (А1 level/ for foreigners),MDE,0,13,5,4,1,0,3,0,0,0,0,26,50%   19.2%   15.4%   3.8%   11.5%,1,1,2023,452
MDE 115,Kazakh Language 1 (B2 level),MDE,0,35,53,9,3,0,2,0,0,0,0,102,34.3%   52%   8.8%   2.9%   2%,0,1,2023,193
MDE 115,Kazakh Language 1 (B2 level),MDE,1,33,32,9,1,0,2,0,0,0,1,78,42.3%   41%   11.5%   1.3%   2.6%,1,1,2023,191
MDE 115,Kazakh Language 1 (B2 level),MDE,0,53,43,1,0,0,3,0,0,0,0,100,53%   43%   1%   0%   3%,1,1,2023,190
MDE 115,Kazakh Language 1 (B2 level),MDE,0,20,18,5,0,0,7,0,0,0,1,51,39.2%   35.3%   9.8%   0%   13.7%,1,1,2023,189
MDE 115,Kazakh Language 1 (B2 level),MDE,0,15,43,25,5,2,12,0,0,0,0,102,14.7%   42.2%   24.5%   4.9%   13.7%,1,1,2023,188
MDE 115,Kazakh Language 1 (B2 level),MDE,0,65,69,17,5,0,3,0,0,0,1,160,40.6%   43.1%   10.6%   3.1%   1.9%,1,1,2023,452
MDE 115,Kazakh Language 1 (B2 level),MDE,0,61,24,16,1,0,4,0,0,0,2,108,56.5%   22.2%   14.8%   0.9%   3.7%,1,1,2023,186
MDE 117,Kazakh Language 1 (C1 level),MDE,0,17,26,5,1,0,1,0,0,0,0,50,34%   52%   10%   2%   2%,0,1,2023,193
MDE 117,Kazakh Language 1 (C1 level),MDE,0,58,33,5,0,0,3,0,0,0,1,100,58%   33%   5%   0%   3%,1,1,2023,189
MDE 117,Kazakh Language 1 (C1 level),MDE,0,8,47,10,5,0,4,0,0,0,0,74,10.8%   63.5%   13.5%   6.8%   5.4%,1,1,2023,188
MDE 117,Kazakh Language 1 (C1 level),MDE,0,13,12,0,0,0,0,0,0,0,0,25,52%   48%   0%   0%   0%,1,1,2023,453
MDE 117,Kazakh Language 1 (C1 level),MDE,0,39,9,1,0,0,1,0,0,0,0,50,78%   18%   2%   0%   2%,1,1,2023,186
MDE 121,Russian Language 1 (А1 level/ for foreigners),MDE,0,5,10,8,0,0,1,0,0,0,0,24,20.8%   41.7%   33.3%   0%   4.2%,1,1,2023,194
MDE 125,Russian Language 1 (B2 level),MDE,1,0,20,4,0,0,1,0,0,0,0,25,0%   80%   16%   0%   4%,1,1,2023,198
MDE 125,Russian Language 1 (B2 level),MDE,1,25,61,7,1,0,4,0,0,0,1,99,25.3%   61.6%   7.1%   1%   4%,1,1,2023,457
MDE 125,Russian Language 1 (B2 level),MDE,0,37,38,20,2,0,3,0,0,0,1,101,36.6%   37.6%   19.8%   2%   3%,1,1,2023,456
MDE 125,Russian Language 1 (B2 level),MDE,1,9,57,22,3,0,6,0,0,0,2,99,9.1%   57.6%   22.2%   3%   6.1%,1,1,2023,455
MDE 125,Russian Language 1 (B2 level),MDE,0,20,53,17,2,0,4,0,0,0,2,98,20.4%   54.1%   17.3%   2%   4.1%,1,1,2023,196
MDE 125,Russian Language 1 (B2 level),MDE,1,5,40,34,8,4,5,0,0,0,2,98,5.1%   40.8%   34.7%   8.2%   9.2%,1,1,2023,195
MDE 125,Russian Language 1 (B2 level),MDE,0,22,54,38,4,0,5,0,0,0,0,123,17.9%   43.9%   30.9%   3.3%   4.1%,1,1,2023,194
MDE 127,Russian Language 1 (C1 level),MDE,1,11,32,10,1,0,5,0,0,0,1,60,18.3%   53.3%   16.7%   1.7%   8.3%,1,1,2023,198
MDE 127,Russian Language 1 (C1 level),MDE,1,5,6,0,0,0,0,0,0,0,0,11,45.5%   54.5%   0%   0%   0%,1,1,2023,457
MDE 127,Russian Language 1 (C1 level),MDE,0,12,28,7,1,0,2,0,0,0,1,51,23.5%   54.9%   13.7%   2%   3.9%,1,1,2023,456
MDE 127,Russian Language 1 (C1 level),MDE,1,6,23,11,1,0,0,0,0,0,0,41,14.6%   56.1%   26.8%   2.4%   0%,1,1,2023,455
MDE 127,Russian Language 1 (C1 level),MDE,0,12,19,17,1,0,1,0,0,0,0,50,24%   38%   34%   2%   2%,1,1,2023,196
MDE 127,Russian Language 1 (C1 level),MDE,1,13,13,5,1,0,2,0,0,0,0,34,38.2%   38.2%   14.7%   2.9%   5.9%,1,1,2023,195
MDE 131,Turkish Language 1 (А1 level),MDE,1,15,23,15,1,2,1,0,0,0,0,57,26.3%   40.4%   26.3%   1.8%   5.3%,1,1,2023,208
MDE 131,Turkish Language 1 (А1 level),MDE,0,120,107,33,7,0,5,0,0,0,0,272,44.1%   39.3%   12.1%   2.6%   1.8%,1,1,2023,212
MDE 131,Turkish Language 1 (А1 level),MDE,0,6,12,7,3,1,0,0,0,0,0,29,20.7%   41.4%   24.1%   10.3%   3.4%,1,1,2023,460
MDE 131,Turkish Language 1 (А1 level),MDE,0,31,78,27,5,0,3,0,0,0,1,145,21.4%   53.8%   18.6%   3.4%   2.1%,1,1,2023,206
MDE 131,Turkish Language 1 (А1 level),MDE,1,117,57,22,6,0,6,0,0,0,1,209,56%   27.3%   10.5%   2.9%   2.9%,1,1,2023,205
MDE 131,Turkish Language 1 (А1 level),MDE,0,21,9,1,0,0,0,0,0,0,0,31,67.7%   29%   3.2%   0%   0%,0,1,2023,210
MDE 131,Turkish Language 1 (А1 level),MDE,1,44,56,16,5,0,0,0,0,0,0,121,36.4%   46.3%   13.2%   4.1%   0%,1,1,2023,586
MDE 131,Turkish Language 1 (А1 level),MDE,0,1,18,10,1,0,0,0,0,0,0,30,3.3%   60%   33.3%   3.3%   0%,1,1,2023,587
MDE 131,Turkish Language 1 (А1 level),MDE,0,5,20,2,2,0,0,0,0,0,0,29,17.2%   69%   6.9%   6.9%   0%,1,1,2023,521
MDE 131,Turkish Language 1 (А1 level),MDE,0,74,116,60,22,8,12,0,0,0,2,294,25.2%   39.5%   20.4%   7.5%   6.8%,1,1,2023,588
MDE 131,Turkish Language 1 (А1 level),MDE,0,63,51,25,7,0,1,0,0,0,0,147,42.9%   34.7%   17%   4.8%   0.7%,1,1,2023,458
MDE 131,Turkish Language 1 (А1 level),MDE,1,50,34,3,0,0,1,0,0,0,0,88,56.8%   38.6%   3.4%   0%   1.1%,0,1,2023,201
MDE 131,Turkish Language 1 (А1 level),MDE,0,38,65,33,8,1,4,0,0,0,0,149,25.5%   43.6%   22.1%   5.4%   3.4%,0,1,2023,200
MDE 133,Turkish Language 3 (А2 level),MDE,1,48,73,47,16,5,14,0,0,0,0,203,23.6%   36%   23.2%   7.9%   9.4%,1,1,2023,208
MDE 133,Turkish Language 3 (А2 level),MDE,0,34,107,89,31,9,29,0,0,0,0,299,11.4%   35.8%   29.8%   10.4%   12.7%,1,1,2023,460
MDE 133,Turkish Language 3 (А2 level),MDE,0,20,53,37,3,0,4,0,0,0,1,118,16.9%   44.9%   31.4%   2.5%   3.4%,1,1,2023,206
MDE 133,Turkish Language 3 (А2 level),MDE,0,22,8,0,0,0,1,0,0,0,0,31,71%   25.8%   0%   0%   3.2%,0,1,2023,210
MDE 133,Turkish Language 3 (А2 level),MDE,1,18,23,17,1,0,1,0,0,0,0,60,30%   38.3%   28.3%   1.7%   1.7%,1,1,2023,586
MDE 133,Turkish Language 3 (А2 level),MDE,0,3,10,5,2,3,3,0,0,0,1,27,11.1%   37%   18.5%   7.4%   22.2%,1,1,2023,588
MDE 133,Turkish Language 3 (А2 level),MDE,1,12,52,89,42,31,20,0,0,0,20,266,4.5%   19.5%   33.5%   15.8%   19.2%,0,1,2023,223
MDE 133,Turkish Language 3 (А2 level),MDE,0,62,74,31,7,2,4,0,0,0,0,180,34.4%   41.1%   17.2%   3.9%   3.3%,1,1,2023,458
MDE 133,Turkish Language 3 (А2 level),MDE,1,33,19,7,0,0,2,0,0,0,0,61,54.1%   31.1%   11.5%   0%   3.3%,0,1,2023,201
MDE 133,Turkish Language 3 (А2 level),MDE,0,19,35,26,6,2,2,0,0,0,0,90,21.1%   38.9%   28.9%   6.7%   4.4%,0,1,2023,200
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,0,227,653,123,6,60,1,0,0,0,1,1071,21.2%   61%   11.5%   0.6%   5.7%,0,1,2023,224
MDE 151,Module of Social and Political Knowledge (Political Science),LAW,0,11,1,0,0,0,1,0,0,0,1,14,78.6%   7.1%   0%   0%   7.1%,1,1,2023,524
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,0,51,13,0,1,1,2,0,0,0,0,68,75%   19.1%   0%   1.5%   4.4%,0,1,2023,523
MDE 152,Module of Social and Political Knowledge (Sociology),LAW,0,11,0,0,0,0,2,0,0,0,2,15,73.3%   0%   0%   0%   13.3%,1,1,2023,524
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,0,40,17,2,1,3,2,0,0,0,0,65,61.5%   26.2%   3.1%   1.5%   7.7%,0,1,2023,523
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,1,143,678,295,60,27,74,0,0,0,11,1288,11.1%   52.6%   22.9%   4.7%   7.8%,1,1,2023,522
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,0,306,139,16,6,4,16,0,0,0,1,488,62.7%   28.5%   3.3%   1.2%   4.1%,1,1,2023,524
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,0,239,42,9,3,12,1,0,0,0,0,306,78.1%   13.7%   2.9%   1%   4.2%,0,1,2023,523
MDE 154,Module of Social and Political Knowledge (Psychology),MDE,0,389,219,15,10,3,34,0,0,0,2,672,57.9%   32.6%   2.2%   1.5%   5.5%,1,1,2023,217
MDE 154,Module of Social and Political Knowledge (Psychology),MDE,1,277,11,0,0,0,0,0,0,0,3,291,95.2%   3.8%   0%   0%   0%,1,1,2023,216
MDE 156,Foreign Language 1 (English for Academic Purposes - B1 level ),BS,0,9,8,5,3,1,0,0,0,0,0,26,34.6%   30.8%   19.2%   11.5%   3.8%,1,1,2023,183
MDE 156,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,22,14,1,0,0,3,0,0,0,0,40,55%   35%   2.5%   0%   7.5%,1,1,2023,474
MDE 156,Foreign Language 1 (English for Academic Purposes - B1 level ),BS,0,7,7,2,3,1,3,0,0,0,0,23,30.4%   30.4%   8.7%   13%   17.4%,1,1,2023,184
MDE 157,Foreign Language 1 (English for Academic Purposes - B2 level),BS,0,2,7,0,0,0,0,0,0,0,0,9,22.2%   77.8%   0%   0%   0%,1,1,2023,464
MDE 157,Foreign Language 1 (English for Academic Purposes - B2 level),BS,0,5,11,5,4,0,3,0,0,0,0,28,17.9%   39.3%   17.9%   14.3%   10.7%,1,1,2023,449
MDE 160,Community engagement and value based Society 1,MDE,0,0,0,0,0,0,0,1772,40,0,9,1821,0%   0%   0%   0%   0%,1,1,2023,525
MDE 161,Еconomy,BS,0,1,17,10,2,0,1,0,0,0,0,31,3.2%   54.8%   32.3%   6.5%   3.2%,1,1,2023,589
MDE 162,Law,ENG,0,21,16,15,8,4,8,0,0,0,1,73,28.8%   21.9%   20.5%   11%   16.4%,0,1,2023,127
MDE 162,Law,LAW,0,21,57,36,18,3,11,0,0,0,3,149,14.1%   38.3%   24.2%   12.1%   9.4%,1,1,2023,432
MDE 164,Еcology,ENG,0,32,25,12,6,0,9,0,0,0,1,85,37.6%   29.4%   14.1%   7.1%   10.6%,1,1,2023,479
MDE 165,General Security,ENG,1,18,52,33,2,0,5,0,0,0,0,110,16.4%   47.3%   30%   1.8%   4.5%,1,1,2023,241
MDE 166,Еntrepreneurship,MDE,0,15,29,35,15,1,14,0,0,0,1,110,13.6%   26.4%   31.8%   13.6%   13.6%,0,1,2023,418
MDE 167,Leadership,ENG,0,24,69,38,23,6,19,0,0,0,2,181,13.3%   38.1%   21%   12.7%   13.8%,1,1,2023,590
MDE 167,Leadership,MDE,0,1,25,24,2,0,0,0,0,0,1,53,1.9%   47.2%   45.3%   3.8%   0%,0,1,2023,468
MDE 171,History of Kazakhstan,MDE,1,50,117,60,18,0,10,0,0,0,0,255,19.6%   45.9%   23.5%   7.1%   3.9%,0,1,2023,591
MDE 171,History of Kazakhstan,MDE,0,86,152,48,17,0,7,0,0,0,1,311,27.7%   48.9%   15.4%   5.5%   2.3%,0,1,2023,219
MDE 171,History of Kazakhstan,MDE,0,2,8,4,3,0,4,0,0,0,0,21,9.5%   38.1%   19%   14.3%   19%,0,1,2023,218
MDE 171,History of Kazakhstan,MDE,1,61,130,26,7,0,3,0,0,0,0,227,26.9%   57.3%   11.5%   3.1%   1.3%,0,1,2023,69
MDE 172,Philosophy,MDE,1,129,200,85,16,0,58,0,0,0,8,496,26%   40.3%   17.1%   3.2%   11.7%,0,1,2023,220
MDE 172,Philosophy,MDE,1,87,85,22,6,4,17,0,0,0,2,223,39%   38.1%   9.9%   2.7%   9.4%,0,1,2023,262
MDE 173,Information and Communication Technologies (in English),MDE,0,63,98,26,19,4,6,0,0,0,12,228,27.6%   43%   11.4%   8.3%   4.4%,0,1,2023,592
MDE 173,Information and Communication Technologies (in English),MDE,0,50,63,43,27,11,10,0,0,0,4,208,24%   30.3%   20.7%   13%   10.1%,0,1,2023,21
MDE 173,Information and Communication Technologies (in English),MDE,0,75,109,51,28,15,18,0,0,0,7,303,24.8%   36%   16.8%   9.2%   10.9%,1,1,2023,221
MDE 177,Turkish Language 1 (А1 level),MDE,0,14,50,42,3,1,4,0,0,0,0,114,12.3%   43.9%   36.8%   2.6%   4.4%,1,1,2023,587
MDE 177,Turkish Language 1 (А1 level),PED,0,44,68,22,7,2,2,0,0,0,0,145,30.3%   46.9%   15.2%   4.8%   2.8%,1,1,2023,521
MDE 177,Turkish Language 1 (А1 level),PED,1,18,11,0,0,0,0,0,0,0,0,29,62.1%   37.9%   0%   0%   0%,1,1,2023,213
MDE 177,Turkish Language 1 (А1 level),PED,0,5,16,5,2,0,1,0,0,0,0,29,17.2%   55.2%   17.2%   6.9%   3.4%,1,1,2023,222
MDE 177,Turkish Language 1 (А1 level),PED,0,11,9,6,0,0,1,0,0,0,0,27,40.7%   33.3%   22.2%   0%   3.7%,1,1,2023,593
MDE 179,Turkish Language 1 (B1 level),MDE,1,16,11,2,2,0,0,0,0,0,0,31,51.6%   35.5%   6.5%   6.5%   0%,1,1,2023,205
MDE 187,Foreign Language 2 (English for Academic Purposes - B1+ level ),MDE,0,10,10,22,13,0,4,0,0,0,0,59,16.9%   16.9%   37.3%   22%   6.8%,1,1,2023,449
MDE 188,Foreign Language 2 (English for Academic Purposes - B1+ level ),MDE,0,1,2,5,1,0,0,0,0,0,0,9,11.1%   22.2%   55.6%   11.1%   0%,1,1,2023,181
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,16,14,5,1,1,1,0,0,0,0,38,42.1%   36.8%   13.2%   2.6%   5.3%,1,1,2023,181
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,11,22,4,3,0,5,0,0,0,0,45,24.4%   48.9%   8.9%   6.7%   11.1%,1,1,2023,474
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,1,9,22,16,5,0,4,0,0,0,0,56,16.1%   39.3%   28.6%   8.9%   7.1%,0,1,2023,305
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,12,22,10,3,4,5,0,0,0,2,58,20.7%   37.9%   17.2%   5.2%   15.5%,0,1,2023,227
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,4,13,6,0,0,0,0,0,0,0,23,17.4%   56.5%   26.1%   0%   0%,1,1,2023,180
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,5,23,20,3,0,4,0,0,0,0,55,9.1%   41.8%   36.4%   5.5%   7.3%,1,1,2023,473
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,2,7,6,4,0,4,0,0,0,1,24,8.3%   29.2%   25%   16.7%   16.7%,1,1,2023,184
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,2,9,8,3,0,0,0,0,0,0,22,9.1%   40.9%   36.4%   13.6%   0%,1,1,2023,449
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,4,3,6,1,2,2,0,0,0,1,19,21.1%   15.8%   31.6%   5.3%   21.1%,1,1,2023,272
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,14,23,13,10,0,5,0,0,0,1,66,21.2%   34.8%   19.7%   15.2%   7.6%,0,1,2023,594
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,19,22,13,2,0,2,0,0,0,0,58,32.8%   37.9%   22.4%   3.4%   3.4%,1,1,2023,183
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,1,5,0,2,0,4,0,0,0,0,12,8.3%   41.7%   0%   16.7%   33.3%,1,1,2023,181
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,8,18,21,11,4,0,0,0,0,0,62,12.9%   29%   33.9%   17.7%   6.5%,0,1,2023,227
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,2,11,4,1,0,1,0,0,0,1,20,10%   55%   20%   5%   5%,1,1,2023,449
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,1,19,44,9,0,0,0,0,0,0,0,72,26.4%   61.1%   12.5%   0%   0%,0,1,2023,305
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,0,11,12,2,1,0,1,0,0,0,0,27,40.7%   44.4%   7.4%   3.7%   3.7%,0,1,2023,594
MDE 197,Foreign Language 1 (English for Academic Purposes - B1 level ),PED,0,2,16,3,1,0,1,0,0,0,0,23,8.7%   69.6%   13%   4.3%   4.3%,1,1,2023,263
MDE 197,Foreign Language 1 (English for Academic Purposes - B1 level ),PED,0,28,48,9,0,0,0,0,0,0,0,85,32.9%   56.5%   10.6%   0%   0%,1,1,2023,180
MDE 197,Foreign Language 1 (English for Academic Purposes - B1 level ),PED,0,3,8,4,1,0,0,0,0,0,0,16,18.8%   50%   25%   6.3%   0%,0,1,2023,594
MDE 198,Foreign Language 2 (English for Academic Purposes - B1+ level ),PED,0,4,5,2,0,0,0,0,0,0,0,11,36.4%   45.5%   18.2%   0%   0%,1,1,2023,180
MDE 198,Foreign Language 2 (English for Academic Purposes - B1+ level ),PED,0,10,16,9,5,0,0,0,0,0,0,40,25%   40%   22.5%   12.5%   0%,0,1,2023,594
MDE 201,Turkish Language 1 (B1 level) (Debate club),MDE,1,27,3,0,0,0,2,0,0,0,0,32,84.4%   9.4%   0%   0%   6.3%,1,1,2023,213
MDE 203,Turkish Language 3 (B2 level) (Debate club),MDE,1,23,3,0,0,0,0,0,0,0,0,26,88.5%   11.5%   0%   0%   0%,1,1,2023,213
MDE 209,Turkish Language 1 (B1 level) ( Storytelling club),MDE,0,9,20,0,1,0,1,0,0,0,0,31,29%   64.5%   0%   3.2%   3.2%,1,1,2023,587
MDE 211,Turkish Language 3 (B2 level) ( Storytelling club),MDE,0,10,15,2,1,0,2,0,0,0,0,30,33.3%   50%   6.7%   3.3%   6.7%,1,1,2023,587
MDE 217,Turkish Language 1 (B1 level) (Translation club ),MDE,0,15,16,0,0,0,0,0,0,0,0,31,48.4%   51.6%   0%   0%   0%,1,1,2023,212
MDE 219,Turkish Language 3 (B2 level) (Translation club ),MDE,0,14,13,2,0,0,0,0,0,0,0,29,48.3%   44.8%   6.9%   0%   0%,1,1,2023,212
MDE 221,Turkish Language 1 (B1 level) (Poetry club),MDE,1,11,8,11,1,0,1,0,0,0,0,32,34.4%   25%   34.4%   3.1%   3.1%,1,1,2023,208
MDE 225,Turkish Language 1 (B1 level) (Movie club),MDE,0,21,12,1,0,0,1,0,0,0,0,35,60%   34.3%   2.9%   0%   2.9%,0,1,2023,200
MDE 227,Turkish Language 3 (B2 level) (Movie club),MDE,0,17,15,3,0,0,0,0,0,0,0,35,48.6%   42.9%   8.6%   0%   0%,0,1,2023,200
MDE 233,Turkish Language 1 (B1 level) (Drama club),MDE,1,14,14,1,0,0,1,0,0,0,0,30,46.7%   46.7%   3.3%   0%   3.3%,1,1,2023,205
MDE 235,Turkish Language 3 (B2 level) (Drama club),MDE,1,13,9,1,0,0,0,0,0,0,1,24,54.2%   37.5%   4.2%   0%   0%,1,1,2023,205
MDE 281,German language 1,LAW,0,7,6,3,0,0,1,0,0,0,0,17,41.2%   35.3%   17.6%   0%   5.9%,1,1,2023,595
MMS 101,Computer Programming 1,ENG,0,45,14,6,1,1,0,0,0,0,0,67,67.2%   20.9%   9%   1.5%   1.5%,0,1,2023,28
MMS 102,Introduction to Multimedia Computing,ENG,0,51,22,10,3,2,0,0,0,0,1,89,57.3%   24.7%   11.2%   3.4%   2.2%,0,1,2023,28
MMS 103,Fundamentals of design,ENG,0,42,20,5,0,0,4,0,0,0,0,71,59.2%   28.2%   7%   0%   5.6%,1,1,2023,596
MMS 201,"2D animation (storyboard, storytelling, basics of animation)",ENG,0,9,20,2,0,0,2,0,0,0,0,33,27.3%   60.6%   6.1%   0%   6.1%,0,1,2023,83
MMS 202,3D modeling (basics for character modeling),ENG,0,5,13,5,2,1,3,0,0,0,0,29,17.2%   44.8%   17.2%   6.9%   13.8%,0,1,2023,83
MMS 203,Photography and Video production,ENG,0,5,13,6,1,0,1,0,0,0,1,27,18.5%   48.1%   22.2%   3.7%   3.7%,0,1,2023,83
MMS 204,Illustration,ENG,0,4,6,0,0,0,0,0,0,0,0,10,40%   60%   0%   0%   0%,1,1,2023,87
PED 104,Elementary mathematics,PED,0,5,29,9,4,0,3,0,0,0,2,52,9.6%   55.8%   17.3%   7.7%   5.8%,0,1,2023,528
PED 113,Introductory Physics&Terminology,PED,0,47,40,8,0,1,4,0,0,0,0,100,47%   40%   8%   0%   5%,0,1,2023,597
PED 129,Mathematical Analysis 1,PED,1,30,58,29,12,4,3,0,0,0,2,138,21.7%   42%   21%   8.7%   5.1%,0,1,2023,247
PED 131,Mathematical analysis 3,PED,1,1,22,22,17,1,0,0,0,0,10,73,1.4%   30.1%   30.1%   23.3%   1.4%,0,1,2023,598
PED 134,Botany,PED,0,26,29,15,6,4,2,0,0,0,0,82,31.7%   35.4%   18.3%   7.3%   7.3%,1,1,2023,479
PED 136,Basis of General chemistry and terminology,PED,1,16,25,20,14,4,1,0,0,0,0,80,20%   31.3%   25%   17.5%   6.3%,0,1,2023,234
PED 137,Mathematics,PED,0,6,31,20,14,6,3,0,0,0,2,82,7.3%   37.8%   24.4%   17.1%   11%,0,1,2023,528
PED 138,Elementary mathematics + educational practice,PED,0,44,50,26,16,0,0,0,0,0,0,136,32.4%   36.8%   19.1%   11.8%   0%,1,1,2023,529
PED 202,Cytology and Histology,PED,0,2,39,23,3,2,0,0,0,0,0,69,2.9%   56.5%   33.3%   4.3%   2.9%,1,1,2023,248
PED 208,Thermodynamics,PED,0,8,21,20,4,5,1,0,0,0,1,60,13.3%   35%   33.3%   6.7%   10%,0,1,2023,599
PED 243,Multidimensional geometry,PED,0,7,24,38,9,5,0,0,0,0,2,85,8.2%   28.2%   44.7%   10.6%   5.9%,0,1,2023,359
PED 244,Analytic Geometry,PED,0,11,17,17,11,7,6,0,0,0,0,69,15.9%   24.6%   24.6%   15.9%   18.8%,1,1,2023,230
PED 249,Computer architecture,PED,0,3,38,7,0,0,2,0,0,0,0,50,6%   76%   14%   0%   4%,0,1,2023,600
PED 256,Programming for mathematics,PED,0,17,35,32,2,1,1,0,0,0,0,88,19.3%   39.8%   36.4%   2.3%   2.3%,0,1,2023,246
PED 265,Ecology and Life Security Precautions,PED,1,25,53,3,1,0,0,0,0,0,0,82,30.5%   64.6%   3.7%   1.2%   0%,1,1,2023,245
PED 265,Ecology and Life Security Precautions,PED,1,5,74,7,0,0,0,0,0,0,0,86,5.8%   86%   8.1%   0%   0%,1,1,2023,241
PED 300,Mathematics Teaching Skills,PED,0,33,20,10,8,0,2,0,0,0,0,73,45.2%   27.4%   13.7%   11%   2.7%,1,1,2023,601
PED 303,Analytical Chemistry(qualitative analysis),PED,0,17,96,12,1,0,0,0,0,0,0,126,13.5%   76.2%   9.5%   0.8%   0%,1,1,2023,480
PED 314,Optics,PED,0,4,4,17,14,5,3,0,0,0,0,47,8.5%   8.5%   36.2%   29.8%   17%,0,1,2023,252
PED 317,Databases,PED,0,9,25,12,2,0,2,0,0,0,1,51,17.6%   49%   23.5%   3.9%   3.9%,1,1,2023,481
PED 318,Ordinary Differential Equations,PED,0,8,25,22,10,5,6,0,0,0,2,78,10.3%   32.1%   28.2%   12.8%   14.1%,1,1,2023,231
PED 321,Web programming,PED,0,5,34,5,0,0,1,0,0,0,0,45,11.1%   75.6%   11.1%   0%   2.2%,0,1,2023,600
PED 327,Mathematical statistics,PED,0,9,23,32,21,9,1,0,0,0,1,96,9.4%   24%   33.3%   21.9%   10.4%,0,1,2023,243
PED 335,Professional Oriented Foreign Language(CLIL),PED,0,17,42,1,0,0,0,0,0,0,0,60,28.3%   70%   1.7%   0%   0%,1,1,2023,248
PED 336,Environmental chemistry,PED,0,1,53,5,1,0,0,0,0,0,0,60,1.7%   88.3%   8.3%   1.7%   0%,1,1,2023,480
PED 338,Human Anatomy and Physiology,PED,0,12,31,13,1,0,0,0,0,0,0,57,21.1%   54.4%   22.8%   1.8%   0%,0,1,2023,485
PED 341,Computer networks,PED,0,4,17,17,8,1,1,0,0,0,0,48,8.3%   35.4%   35.4%   16.7%   4.2%,0,1,2023,602
PED 343,Operating System and Databases,PED,0,2,22,13,6,1,0,0,0,0,0,44,4.5%   50%   29.5%   13.6%   2.3%,1,1,2023,481
PED 345,Digital Design,PED,0,5,25,12,1,0,0,0,0,0,0,43,11.6%   58.1%   27.9%   2.3%   0%,0,1,2023,602
PED 347,Electricity and magnetism,PED,0,4,14,13,10,4,4,0,0,0,1,50,8%   28%   26%   20%   16%,0,1,2023,237
PED 352,Biochemistry (Bioorganic chemistry),PED,0,11,36,14,1,0,0,0,0,0,1,63,17.5%   57.1%   22.2%   1.6%   0%,0,1,2023,603
PED 356,Discrete Mathematics,PED,1,4,21,18,24,7,6,0,0,0,13,93,4.3%   22.6%   19.4%   25.8%   14%,0,1,2023,598
PED 359,History of Mathematics,PED,0,3,25,35,14,3,1,0,0,0,0,81,3.7%   30.9%   43.2%   17.3%   4.9%,1,1,2023,231
PED 360,Pedagogy,PED,1,14,53,5,0,0,0,0,0,0,0,72,19.4%   73.6%   6.9%   0%   0%,1,1,2023,556
PED 380,Methods of teaching mathematics and STEM,PED,0,8,58,22,3,0,1,0,0,0,0,92,8.7%   63%   23.9%   3.3%   1.1%,1,1,2023,230
PED 407,Genetics,PED,0,5,22,35,0,0,0,0,0,0,0,62,8.1%   35.5%   56.5%   0%   0%,0,1,2023,485
PED 426,Solving olympiad problems in chemistry,PED,1,0,0,0,0,0,1,0,0,0,0,1,0%   0%   0%   0%   100%,1,1,2023,487
PED 433,Multimedia Technologies in Education,PED,0,28,21,6,3,0,1,0,0,0,0,59,47.5%   35.6%   10.2%   5.1%   1.7%,1,1,2023,604
PED 435,Multimedia in education,PED,1,0,0,0,0,0,1,0,0,0,0,1,0%   0%   0%   0%   100%,1,1,2023,605
