Code,Title,Dept,Level,A,B,C,D,F,FX,Pass,Not pass,IP,W,Total,#VALUE!,Gender,Semester,Year,teacher_id
MAT 153,Mathematics for Computer Science 1,ENG,1,17,35,62,43,36,30,0,0,0,0,223,7.6%   15.7%   27.8%   19.3%   29.6%,1,2,2021,172
MAT 312,Theory of Probablility and Mathematical Statistics,ENG,1,5,10,6,10,3,4,0,0,0,0,38,13.2%   26.3%   15.8%   26.3%   18.4%,1,2,2021,172
TFL 129,Reading and Writing 1,PED,0,7,15,1,0,0,1,0,0,0,0,24,29.2%   62.5%   4.2%   0%   4.2%,1,2,2021,266
TFL 437,English for Academic Purposes,PED,0,11,21,14,2,0,3,0,0,0,0,51,21.6%   41.2%   27.5%   3.9%   5.9%,1,2,2021,266
FFA 427,Rise and development of young and adults literature,PED,1,26,4,5,5,2,1,0,0,0,0,43,60.5%   9.3%   11.6%   11.6%   7%,1,2,2021,59
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,1,22,7,4,2,2,2,0,0,0,0,39,56.4%   17.9%   10.3%   5.1%   10.3%,1,2,2021,59
CSS 516,Research Tools and Methods,ENG,1,6,8,3,0,0,1,0,0,0,1,19,31.6%   42.1%   15.8%   0%   5.3%,1,2,2021,17
INF 228,UX/UI design,ENG,1,42,34,9,1,4,17,0,0,0,0,107,39.3%   31.8%   8.4%   0.9%   19.6%,1,2,2021,17
MAT 621,Methods of mathematical modeling and computational technology,ENG,1,1,4,7,2,0,4,0,0,0,0,18,5.6%   22.2%   38.9%   11.1%   22.2%,1,2,2021,4
MCM 107,Fundamentals of Programming,ENG,1,29,87,54,21,2,20,0,0,0,0,213,13.6%   40.8%   25.4%   9.9%   10.3%,1,2,2021,4
MCM 307,Introduction to Mathematical Modelling,ENG,1,0,0,4,0,0,2,0,0,0,0,6,0%   0%   66.7%   0%   33.3%,1,2,2021,4
INF 312,Engineering and computer graphics,ENG,1,4,17,37,9,3,5,0,0,0,0,75,5.3%   22.7%   49.3%   12%   10.7%,1,2,2021,350
FFA 323,Fundamentals of editing,PED,0,35,17,13,9,0,2,0,0,0,0,76,46.1%   22.4%   17.1%   11.8%   2.6%,1,2,2021,287
TRA 331,Techniques of Financial and Official Texts Translation (Kazakh/Russian/English),PED,0,1,0,1,1,0,0,0,0,0,0,3,33.3%   0%   33.3%   33.3%   0%,1,2,2021,287
TRA 405,Scientific and technical translation,PED,0,10,14,9,5,0,0,0,0,0,0,38,26.3%   36.8%   23.7%   13.2%   0%,1,2,2021,287
ECO 204,Public Finance,BS,0,1,0,1,0,0,1,0,0,0,0,3,33.3%   0%   33.3%   0%   33.3%,1,2,2021,351
ECO 561,Research Methods in Social Sciences,BS,1,14,1,0,0,0,0,0,0,0,0,15,93.3%   6.7%   0%   0%   0%,1,2,2021,146
MAN 311,Innovation Management,BS,1,19,8,3,1,0,1,0,0,0,0,32,59.4%   25%   9.4%   3.1%   3.1%,1,2,2021,146
MAN 351,Business Organization,BS,1,1,1,1,1,0,2,0,0,0,0,6,16.7%   16.7%   16.7%   16.7%   33.3%,1,2,2021,146
MAN 605,Organizational behavior,BS,1,9,2,0,0,0,0,0,0,0,0,11,81.8%   18.2%   0%   0%   0%,1,2,2021,146
MAN 633,Leadership and Teamwork,BS,1,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,1,2,2021,146
MAN 812,Advanced Management,BS,1,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,2,2021,146
MDE 113,Kazakh Language 1 (B1 level),ENG,0,3,14,9,2,0,0,0,0,0,0,28,10.7%   50%   32.1%   7.1%   0%,1,2,2021,187
JUR 227,Mediadesign,LAW,1,9,6,3,3,1,1,0,0,0,0,23,39.1%   26.1%   13%   13%   8.7%,0,2,2021,110
CSS 502,Methods of Writing MSc Thesis,ENG,1,9,10,0,0,0,2,0,0,0,0,21,42.9%   47.6%   0%   0%   9.5%,0,2,2021,38
CSS 621,Computer Vision and Image Analysis,ENG,1,14,11,0,0,0,2,0,0,0,0,27,51.9%   40.7%   0%   0%   7.4%,0,2,2021,38
CSS 633,Machine Learning,ENG,1,4,19,1,0,1,3,0,0,0,0,28,14.3%   67.9%   3.6%   0%   14.3%,0,2,2021,38
KZL 539,Functional linguistics,PED,1,3,26,1,0,0,1,0,0,0,0,31,9.7%   83.9%   3.2%   0%   3.2%,1,2,2021,115
KZL 713,Fundamental and applied linguistics,PED,1,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,1,2,2021,115
MDE 113,Kazakh Language 1 (B1 level),MDE,0,24,23,14,13,2,4,0,0,0,0,80,30%   28.8%   17.5%   16.3%   7.5%,1,2,2021,188
CSS 215,Introduction to Algorithms,ENG,0,2,0,1,1,2,0,0,0,0,0,6,33.3%   0%   16.7%   16.7%   33.3%,0,2,2021,10
INF 231,Web programming: front end,ENG,0,55,85,50,18,3,14,0,0,0,0,225,24.4%   37.8%   22.2%   8%   7.6%,0,2,2021,10
PED 103,Introduction to Biology and Terminology,PED,0,37,10,2,0,0,0,0,0,0,0,49,75.5%   20.4%   4.1%   0%   0%,0,2,2021,352
INF 357,Introduction to Unity programming,ENG,0,13,21,20,13,1,19,0,0,0,1,88,14.8%   23.9%   22.7%   14.8%   22.7%,0,2,2021,28
INF 384,Game Design,ENG,0,23,5,3,2,0,1,0,0,0,0,34,67.6%   14.7%   8.8%   5.9%   2.9%,0,2,2021,28
ACC 206,Corporate and Business Law (ACCA),BS,1,66,48,34,9,1,11,0,0,0,0,169,39.1%   28.4%   20.1%   5.3%   7.1%,0,2,2021,353
LAW 361,Еntrepreneurial and corporate law,LAW,1,16,5,1,7,0,7,0,0,0,0,36,44.4%   13.9%   2.8%   19.4%   19.4%,0,2,2021,353
INF 322,Graphic Design,ENG,0,49,18,6,1,0,1,0,0,0,0,75,65.3%   24%   8%   1.3%   1.3%,1,2,2021,87
INF 328,3D modeling,ENG,0,26,19,8,5,2,10,0,0,0,0,70,37.1%   27.1%   11.4%   7.1%   17.1%,1,2,2021,87
ECO 630,Scientific Reading and Writing,BS,1,0,11,2,0,0,0,0,0,0,0,13,0%   84.6%   15.4%   0%   0%,0,2,2021,142
MDE 133,Turkish Language 3 (А2 level),MDE,0,6,16,7,0,0,1,0,0,0,0,30,20%   53.3%   23.3%   0%   3.3%,0,2,2021,210
MDE 137,Turkish Language 3 (B2 level),MDE,0,36,19,9,6,0,1,0,0,0,0,71,50.7%   26.8%   12.7%   8.5%   1.4%,0,2,2021,210
INF 425,Wireless networks,ENG,0,1,9,11,5,11,17,0,0,0,0,54,1.9%   16.7%   20.4%   9.3%   51.9%,0,2,2021,354
CSS 324,Introduction to Machine Learning,ENG,0,5,15,5,2,2,28,0,0,0,2,59,8.5%   25.4%   8.5%   3.4%   50.8%,0,2,2021,3
IRN 316,Foreign Language of Specialization - II (Asia Chineese),LAW,0,4,1,2,2,1,3,0,0,0,0,13,30.8%   7.7%   15.4%   15.4%   30.8%,0,2,2021,355
IRN 329,Foreign Language of Specialization - I (Asia Chineese),LAW,0,0,4,3,2,0,1,0,0,0,0,10,0%   40%   30%   20%   10%,0,2,2021,355
FIN 213,Ethical and Professional Standards (CFA),BS,0,13,11,7,0,0,1,0,0,0,0,32,40.6%   34.4%   21.9%   0%   3.1%,0,2,2021,144
MAN 263,Business Ethics & Social Responsibility (CIMA),BS,0,69,37,20,9,1,6,0,0,0,0,142,48.6%   26.1%   14.1%   6.3%   4.9%,0,2,2021,144
MAT 203,Mathematical analysis 3,ENG,1,4,9,12,36,18,15,0,0,0,0,94,4.3%   9.6%   12.8%   38.3%   35.1%,0,2,2021,166
PED 227,General physics,PED,0,4,8,12,4,0,2,0,0,0,0,30,13.3%   26.7%   40%   13.3%   6.7%,0,2,2021,237
PED 314,Optics,PED,0,4,10,10,9,1,2,0,0,0,0,36,11.1%   27.8%   27.8%   25%   8.3%,0,2,2021,237
PED 347,Electricity and magnetism,PED,0,1,5,9,16,4,2,0,0,0,0,37,2.7%   13.5%   24.3%   43.2%   16.2%,0,2,2021,237
PED 565,"Selected Chapters of atomic physics, electricity and magnetism",PED,0,0,1,2,2,0,2,0,0,0,0,7,0%   14.3%   28.6%   28.6%   28.6%,0,2,2021,237
TFL 561,Pedagogy of Online Language Teaching,PED,1,5,15,1,0,2,2,0,0,0,0,25,20%   60%   4%   0%   16%,0,2,2021,275
TFL 637,Training for Additional Qualified Certification: CELTA,PED,1,44,8,3,1,0,5,0,0,0,0,61,72.1%   13.1%   4.9%   1.6%   8.2%,0,2,2021,275
MAT 440,Differential equations and their applications,ENG,1,19,12,9,0,0,3,0,0,0,0,43,44.2%   27.9%   20.9%   0%   7%,0,2,2021,167
MAT 547,Selected topics of differential equations,ENG,1,1,4,0,0,0,0,0,0,0,0,5,20%   80%   0%   0%   0%,0,2,2021,167
CSS 526,Mathematics for Data Science,ENG,1,11,8,2,2,0,5,0,0,0,0,28,39.3%   28.6%   7.1%   7.1%   17.9%,1,2,2021,30
CSS 634,Deep Learning,ENG,1,3,4,0,0,0,1,0,0,0,0,8,37.5%   50%   0%   0%   12.5%,1,2,2021,30
CSS 303,Foundations of Information and Cyber Security,ENG,0,1,6,2,3,0,15,0,0,0,2,29,3.4%   20.7%   6.9%   10.3%   51.7%,1,2,2021,356
CSS 643,Advanced Application and Network Security,ENG,0,0,3,0,0,0,0,0,0,0,0,3,0%   100%   0%   0%   0%,1,2,2021,356
MDE 113,Kazakh Language 1 (B1 level),MDE,0,12,74,23,9,5,15,0,0,0,0,138,8.7%   53.6%   16.7%   6.5%   14.5%,1,2,2021,189
MDE 190,Foreign Language 1 (English for Specific Purposes - B1 level ),ENG,0,7,48,54,35,21,21,0,0,0,1,187,3.7%   25.7%   28.9%   18.7%   22.5%,1,2,2021,226
PED 473,Theory and Methods of Training Work,PED,0,89,30,1,0,0,1,0,0,0,0,121,73.6%   24.8%   0.8%   0%   0.8%,1,2,2021,113
LAW 308,Law enforcement agencies and public Prosecutor's supervision,LAW,0,8,9,0,0,0,0,0,0,0,0,17,47.1%   52.9%   0%   0%   0%,1,2,2021,139
LAW 383,International Criminal Law,LAW,0,16,2,0,0,0,0,0,0,0,0,18,88.9%   11.1%   0%   0%   0%,1,2,2021,139
LAW 393,Criminal Procedure Law of the RK,LAW,0,30,12,0,1,0,0,0,0,0,0,43,69.8%   27.9%   0%   2.3%   0%,1,2,2021,139
LAW 427,Prosecutorial Supervision,LAW,0,15,6,0,2,0,4,0,0,0,0,27,55.6%   22.2%   0%   7.4%   14.8%,1,2,2021,139
KZP 244,Professional oriented foreign language,PED,1,1,5,4,0,0,0,0,0,0,0,10,10%   50%   40%   0%   0%,0,2,2021,357
TFL 432,English for Academic Purposes,PED,1,4,6,16,7,0,2,0,0,0,0,35,11.4%   17.1%   45.7%   20%   5.7%,0,2,2021,357
JUR 463,Media and Economy,LAW,0,11,13,7,3,0,7,0,0,0,0,41,26.8%   31.7%   17.1%   7.3%   17.1%,0,2,2021,358
PED 104,Elementary mathematics,PED,0,37,29,8,2,0,0,0,0,0,0,76,48.7%   38.2%   10.5%   2.6%   0%,0,2,2021,359
PED 256,Programming for mathematics,PED,0,9,20,17,8,6,4,0,0,0,0,64,14.1%   31.3%   26.6%   12.5%   15.6%,0,2,2021,246
PED 343,Operating System and Databases,PED,0,2,11,17,6,1,1,0,0,0,0,38,5.3%   28.9%   44.7%   15.8%   5.3%,0,2,2021,246
MAT 700,Research Methods,ENG,1,12,2,0,0,2,1,0,0,0,0,17,70.6%   11.8%   0%   0%   17.6%,0,2,2021,174
PED 437,Criteria-based assessment technology,PED,1,75,91,13,7,2,5,0,0,0,0,193,38.9%   47.2%   6.7%   3.6%   3.6%,0,2,2021,256
PED 540,Criteria-based assessment of academic achievements,PED,1,0,0,4,1,0,2,0,0,0,0,7,0%   0%   57.1%   14.3%   28.6%,0,2,2021,256
TFL 211,Educational Practicum (orientation),PED,0,130,113,2,6,0,13,0,0,0,0,264,49.2%   42.8%   0.8%   2.3%   4.9%,0,2,2021,360
MDE 172,Philosophy,MDE,1,27,8,1,2,0,5,0,0,0,0,43,62.8%   18.6%   2.3%   4.7%   11.6%,0,2,2021,361
MDE 501,History and Philosophy of Science,PED,1,40,10,0,0,0,1,0,0,0,0,51,78.4%   19.6%   0%   0%   2%,0,2,2021,361
PED 561,Selected Chapters of mechanics and molecular physics,PED,0,1,2,2,0,0,2,0,0,0,0,7,14.3%   28.6%   28.6%   0%   28.6%,0,2,2021,258
INF 333,Server Administration with Active Directory - Windows Server (Microsoft Certified Solutions Associate),ENG,1,16,45,11,0,0,0,0,0,0,0,72,22.2%   62.5%   15.3%   0%   0%,0,2,2021,86
CSS 507,"Data Сollection, Wrangling, Analysis and Visualization",ENG,0,1,10,3,0,0,1,0,0,0,0,15,6.7%   66.7%   20%   0%   6.7%,0,2,2021,37
ACC 302,Audit and Assurance (ACCA),BS,1,7,4,5,21,26,4,0,0,0,0,67,10.4%   6%   7.5%   31.3%   44.8%,1,2,2021,362
ACC 303,Taxation (ACCA),BS,1,5,4,8,17,18,12,0,0,0,0,64,7.8%   6.3%   12.5%   26.6%   46.9%,1,2,2021,362
MDE 103,Foreign Language 1 (English for Specific Purposes - B1 level ),LAW,0,15,14,8,2,3,3,0,0,0,0,45,33.3%   31.1%   17.8%   4.4%   13.3%,1,2,2021,181
MDE 104,Foreign Language 1 (English for Specific Purposes - B2 level),MDE,0,28,23,16,7,1,5,0,0,0,1,81,34.6%   28.4%   19.8%   8.6%   7.4%,1,2,2021,181
MDE 113,Kazakh Language 1 (B1 level),MDE,0,70,38,20,11,1,8,0,0,0,0,148,47.3%   25.7%   13.5%   7.4%   6.1%,1,2,2021,190
MDE 103,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0,14,36,44,13,4,5,0,0,0,0,116,12.1%   31%   37.9%   11.2%   7.8%,1,2,2021,182
MDE 104,Foreign Language 1 (English for Specific Purposes - B2 level),BS,0,4,12,3,6,0,1,0,0,0,0,26,15.4%   46.2%   11.5%   23.1%   3.8%,1,2,2021,182
MDE 188,Foreign Language 2 (English for Specific Purposes - B1+ level ),BS,0,1,9,16,7,2,1,0,0,0,0,36,2.8%   25%   44.4%   19.4%   8.3%,1,2,2021,182
ECO 203,Statistics - I,BS,1,63,69,44,12,5,4,0,0,0,0,197,32%   35%   22.3%   6.1%   4.6%,1,2,2021,52
MDE 113,Kazakh Language 1 (B1 level),PED,1,87,41,4,2,0,2,0,0,0,0,136,64%   30.1%   2.9%   1.5%   1.5%,1,2,2021,191
MAR 218,Consumer Behaviour,BS,1,5,10,12,18,7,4,0,0,0,0,56,8.9%   17.9%   21.4%   32.1%   19.6%,0,2,2021,363
MDE 131,Turkish Language 1 (А1 level),MDE,1,181,50,17,2,1,1,0,0,0,0,252,71.8%   19.8%   6.7%   0.8%   0.8%,0,2,2021,204
MDE 135,Turkish Language 1 (B1 level),MDE,1,15,11,2,0,0,2,0,0,0,0,30,50%   36.7%   6.7%   0%   6.7%,0,2,2021,204
MDE 177,Turkish Language 1 (А1 level),PED,1,24,6,0,0,0,0,0,0,0,0,30,80%   20%   0%   0%   0%,0,2,2021,204
TFL 154,Foreıgn Language (second) -1 (A1): German,PED,0,19,18,6,9,0,0,0,0,0,0,52,36.5%   34.6%   11.5%   17.3%   0%,1,2,2021,285
TFL 463,Micro Teaching in Foreign Language (Second) - 6 : German (B1-B2),PED,0,10,10,5,2,0,2,0,0,0,0,29,34.5%   34.5%   17.2%   6.9%   6.9%,1,2,2021,285
ECO 555,Economic safety of firm,BS,1,3,1,0,0,0,0,0,0,0,0,4,75%   25%   0%   0%   0%,1,2,2021,1
FIN 402,1 C Accounting,BS,1,5,5,15,8,0,5,0,0,0,0,38,13.2%   13.2%   39.5%   21.1%   13.2%,1,2,2021,1
MDE 113,Kazakh Language 1 (B1 level),MDE,0,30,27,7,2,0,7,0,0,0,1,74,40.5%   36.5%   9.5%   2.7%   9.5%,0,2,2021,192
CSS 417,Linux Administration,ENG,0,6,13,16,9,2,8,0,0,0,0,54,11.1%   24.1%   29.6%   16.7%   18.5%,0,2,2021,82
INF 324,Computer vision,ENG,0,1,9,4,5,2,14,0,0,0,2,37,2.7%   24.3%   10.8%   13.5%   43.2%,0,2,2021,82
KZL 551,Psychology of Management,PED,0,28,0,0,0,0,1,0,0,0,0,29,96.6%   0%   0%   0%   3.4%,1,2,2021,364
TFL 437,English for Academic Purposes,PED,0,1,5,6,0,0,0,0,0,0,0,12,8.3%   41.7%   50%   0%   0%,1,2,2021,288
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,11,22,3,0,0,0,0,0,0,0,36,30.6%   61.1%   8.3%   0%   0%,1,2,2021,288
MAT 760,Partial Differential Equations,ENG,1,0,3,1,0,0,0,0,0,0,0,4,0%   75%   25%   0%   0%,0,2,2021,178
MCM 308,Heat and Mass Transfer Modeling,ENG,1,0,3,6,5,1,5,0,0,0,0,20,0%   15%   30%   25%   30%,0,2,2021,178
PED 445,Solving Olympiad Problems in Physics,PED,1,6,10,7,8,1,3,0,0,0,0,35,17.1%   28.6%   20%   22.9%   11.4%,0,2,2021,232
LAW 405,International arbitration,LAW,0,6,12,10,12,1,13,0,0,0,0,54,11.1%   22.2%   18.5%   22.2%   25.9%,0,2,2021,143
LAW 556,Legal aspects of e-сommerce,LAW,0,4,2,0,0,0,0,0,0,0,0,6,66.7%   33.3%   0%   0%   0%,0,2,2021,143
MAN 817,Academic Writing,BS,1,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,0,2,2021,151
PED 101,Introduction to Chemistry and Terminology,PED,1,37,13,1,0,0,0,0,0,0,0,51,72.5%   25.5%   2%   0%   0%,0,2,2021,234
PED 474,Methods of teaching chemistry and STEM,PED,1,24,10,30,8,0,1,0,0,0,0,73,32.9%   13.7%   41.1%   11%   1.4%,0,2,2021,234
MAT 251,Probability and Mathematical Statictics,ENG,0,17,83,56,32,13,31,0,0,0,0,232,7.3%   35.8%   24.1%   13.8%   19%,1,2,2021,168
MAT 517,Advanced probability and statistics,ENG,0,15,17,13,4,4,10,0,0,0,0,63,23.8%   27%   20.6%   6.3%   22.2%,1,2,2021,168
MCM 304,Internship 1,ENG,0,35,0,0,0,0,0,0,0,0,0,35,100%   0%   0%   0%   0%,1,2,2021,168
MCM 401,Internship 3,ENG,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,2,2021,168
TFL 437,English for Academic Purposes,PED,1,13,7,10,8,2,0,0,0,0,0,40,32.5%   17.5%   25%   20%   5%,1,2,2021,260
TFL 549,Advanced Grammar of English (C1-C2),PED,1,15,14,5,1,0,7,0,0,0,0,42,35.7%   33.3%   11.9%   2.4%   16.7%,1,2,2021,260
TFL 649,Master's Research Practicum (Data Collection & Analysis) -1,PED,1,0,0,0,0,0,0,57,4,0,0,61,0%   0%   0%   0%   0%,1,2,2021,260
TFL 739,Academic Writing (C1-C2),PED,1,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,2,2021,260
MAT 101,Mathematical analysis 1,ENG,1,18,25,18,10,5,3,0,0,0,0,79,22.8%   31.6%   22.8%   12.7%   10.1%,1,2,2021,157
MAT 101,Mathematical analysis 1,PED,1,18,25,18,10,5,3,0,0,0,0,79,22.8%   31.6%   22.8%   12.7%   10.1%,1,2,2021,157
CSS 516,Research Tools and Methods,ENG,1,3,7,2,1,0,2,0,0,0,0,15,20%   46.7%   13.3%   6.7%   13.3%,0,2,2021,36
CSS 429,Data Analysis Systems,ENG,0,5,17,17,2,0,5,0,0,0,0,46,10.9%   37%   37%   4.3%   10.9%,0,2,2021,26
CSS 465,Project Management,ENG,0,1,16,32,21,3,11,0,0,0,0,84,1.2%   19%   38.1%   25%   16.7%,0,2,2021,26
TFL 367,Innovative Trends in Education,PED,0,23,63,56,39,12,9,0,0,0,1,203,11.3%   31%   27.6%   19.2%   10.3%,0,2,2021,242
PED 447,Methodology of teaching biology,PED,0,108,6,0,2,0,6,0,0,0,0,122,88.5%   4.9%   0%   1.6%   4.9%,1,2,2021,365
IRN 211,Diplomatic and Consular Services,LAW,1,5,4,3,11,5,11,0,0,0,0,39,12.8%   10.3%   7.7%   28.2%   41%,0,2,2021,98
IRN 337,The Fight Against International Terrorism,LAW,1,9,4,3,6,2,10,0,0,0,0,34,26.5%   11.8%   8.8%   17.6%   35.3%,0,2,2021,98
IRN 348,Techniques of Conducting Diplomatic Negotiations,LAW,1,6,3,4,11,4,6,0,0,0,0,34,17.6%   8.8%   11.8%   32.4%   29.4%,0,2,2021,98
KZL 349,Theory and Methods of Educational Work,PED,1,19,6,4,0,1,0,0,0,0,0,30,63.3%   20%   13.3%   0%   3.3%,1,2,2021,119
KZL 419,Methods of teaching language and literature on the updated education program,PED,1,13,16,4,0,0,2,0,0,0,0,35,37.1%   45.7%   11.4%   0%   5.7%,1,2,2021,119
KZL 558,Methodological foundations of teaching the Kazakh language,PED,1,17,10,2,0,0,1,0,0,0,0,30,56.7%   33.3%   6.7%   0%   3.3%,1,2,2021,119
KZL 725,Methods of teaching the Kazakh language in higher educational institutions,PED,1,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,1,2,2021,119
CSS 216,Mobile Programming,ENG,0,20,18,18,9,0,10,0,0,0,0,75,26.7%   24%   24%   12%   13.3%,0,2,2021,78
CSS 313,Embedded Systems,ENG,0,13,7,14,13,4,19,0,0,0,0,70,18.6%   10%   20%   18.6%   32.9%,0,2,2021,78
MAT 153,Mathematics for Computer Science 1,ENG,1,43,235,156,12,10,24,0,0,0,2,482,8.9%   48.8%   32.4%   2.5%   7.1%,0,2,2021,177
MCM 306,Fitting Mathematical Models to Data,ENG,1,5,9,8,0,1,4,0,0,0,1,28,17.9%   32.1%   28.6%   0%   17.9%,0,2,2021,177
INF 323,Data analysis,ENG,0,33,18,22,5,2,7,0,0,0,0,87,37.9%   20.7%   25.3%   5.7%   10.3%,1,2,2021,74
MDE 131,Turkish Language 1 (А1 level),MDE,1,106,45,4,0,0,3,0,0,0,0,158,67.1%   28.5%   2.5%   0%   1.9%,1,2,2021,205
MDE 133,Turkish Language 3 (А2 level),LAW,1,23,18,15,0,0,7,0,0,0,0,63,36.5%   28.6%   23.8%   0%   11.1%,1,2,2021,205
MDE 137,Turkish Language 3 (B2 level),MDE,1,17,9,4,0,0,3,0,0,0,1,34,50%   26.5%   11.8%   0%   8.8%,1,2,2021,205
MDE 179,Turkish Language 1 (B1 level),PED,1,9,4,0,0,0,0,0,0,0,0,13,69.2%   30.8%   0%   0%   0%,1,2,2021,205
CSS 437,Game Development,ENG,0,2,8,7,16,6,11,0,0,0,0,50,4%   16%   14%   32%   34%,0,2,2021,83
MDE 133,Turkish Language 3 (А2 level),MDE,0,17,65,41,21,2,7,0,0,0,0,153,11.1%   42.5%   26.8%   13.7%   5.9%,0,2,2021,211
MDE 135,Turkish Language 1 (B1 level),MDE,0,17,3,2,2,0,4,0,0,0,1,29,58.6%   10.3%   6.9%   6.9%   13.8%,0,2,2021,211
MDE 177,Turkish Language 1 (А1 level),PED,0,10,14,2,1,0,2,0,0,0,0,29,34.5%   48.3%   6.9%   3.4%   6.9%,0,2,2021,211
MDE 131,Turkish Language 1 (А1 level),MDE,0,68,35,11,0,1,6,0,0,0,0,121,56.2%   28.9%   9.1%   0%   5.8%,1,2,2021,206
MDE 133,Turkish Language 3 (А2 level),ENG,0,9,32,37,8,1,10,0,0,0,1,98,9.2%   32.7%   37.8%   8.2%   11.2%,1,2,2021,206
MDE 135,Turkish Language 1 (B1 level),MDE,0,29,0,0,0,0,1,0,0,0,0,30,96.7%   0%   0%   0%   3.3%,1,2,2021,206
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,6,11,12,6,0,0,0,0,0,0,35,17.1%   31.4%   34.3%   17.1%   0%,0,2,2021,271
MDE 522,Psychology of Management,MDE,0,31,35,7,2,1,11,0,0,0,0,87,35.6%   40.2%   8%   2.3%   13.8%,1,2,2021,289
PED 522,Psychology of Management,PED,0,28,25,4,5,0,10,0,0,0,0,72,38.9%   34.7%   5.6%   6.9%   13.9%,1,2,2021,289
TFL 541,Psychology of Management (in Educational Organizations),PED,0,37,20,3,0,0,8,0,0,0,0,68,54.4%   29.4%   4.4%   0%   11.8%,1,2,2021,289
CSS 105,Fundamentals of Programming,ENG,0,38,85,133,116,60,68,0,0,0,2,502,7.6%   16.9%   26.5%   23.1%   25.5%,0,2,2021,5
ECO 407,Environmental Economics,BS,0,23,2,4,0,0,1,0,0,0,0,30,76.7%   6.7%   13.3%   0%   3.3%,0,2,2021,366
MAN 329,Production Management,BS,0,0,8,7,6,1,6,0,0,0,0,28,0%   28.6%   25%   21.4%   25%,0,2,2021,366
TFL 129,Reading and Writing 1,PED,0,5,11,13,10,2,1,0,0,0,0,42,11.9%   26.2%   31%   23.8%   7.1%,1,2,2021,276
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,8,8,2,0,0,0,0,0,0,0,18,44.4%   44.4%   11.1%   0%   0%,1,2,2021,276
MDE 104,Foreign Language 1 (English for Specific Purposes - B2 level),MDE,0,54,32,15,1,3,3,0,0,0,0,108,50%   29.6%   13.9%   0.9%   5.6%,1,2,2021,183
FIN 505,Corporate Finance and Valuation,BS,0,3,5,0,0,0,1,0,0,0,0,9,33.3%   55.6%   0%   0%   11.1%,0,2,2021,367
CSS 152,Physics 1,ENG,0,2,27,63,45,34,68,0,0,0,4,243,0.8%   11.1%   25.9%   18.5%   42%,0,2,2021,368
FIN 303,Fundamentals of Financial Management,BS,1,13,9,16,23,22,65,0,0,0,0,148,8.8%   6.1%   10.8%   15.5%   58.8%,0,2,2021,64
MDE 133,Turkish Language 3 (А2 level),MDE,0,17,34,31,6,2,6,0,0,0,0,96,17.7%   35.4%   32.3%   6.3%   8.3%,1,2,2021,212
MDE 137,Turkish Language 3 (B2 level),MDE,0,22,8,3,0,0,1,0,0,0,1,35,62.9%   22.9%   8.6%   0%   2.9%,1,2,2021,212
MDE 177,Turkish Language 1 (А1 level),PED,0,65,0,0,0,0,0,0,0,0,0,65,100%   0%   0%   0%   0%,1,2,2021,212
CSS 214,Introduction to iOS Programming,ENG,0,1,11,7,3,2,19,0,0,0,0,43,2.3%   25.6%   16.3%   7%   48.8%,1,2,2021,369
CSS 324,Introduction to Machine Learning,ENG,0,18,36,10,2,1,5,0,0,0,0,72,25%   50%   13.9%   2.8%   8.3%,1,2,2021,369
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,1,194,149,37,31,10,37,0,0,0,0,458,42.4%   32.5%   8.1%   6.8%   10.3%,1,2,2021,214
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,1,369,200,39,42,11,72,0,0,0,3,736,50.1%   27.2%   5.3%   5.7%   11.3%,1,2,2021,214
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,1,394,75,1,21,5,33,0,0,0,0,529,74.5%   14.2%   0.2%   4%   7.2%,1,2,2021,214
TRA 217,Major Foreign Language (B2): English in Intercultural Communication Contexts -1,PED,0,4,21,16,2,1,0,0,0,0,0,44,9.1%   47.7%   36.4%   4.5%   2.3%,1,2,2021,280
CSS 619,Natural Language Processing,ENG,0,19,2,0,1,0,1,0,0,0,0,23,82.6%   8.7%   0%   4.3%   4.3%,0,2,2021,370
IRN 219,Introduction to Comparative Politics,LAW,0,5,9,8,6,8,5,0,0,0,0,41,12.2%   22%   19.5%   14.6%   31.7%,1,2,2021,96
IRN 328,Research Methods,LAW,0,23,12,12,13,13,13,0,0,0,0,86,26.7%   14%   14%   15.1%   30.2%,1,2,2021,96
