Code,Subject,Dept,Level,A,B,C,D,FX,F,Pass,Not Pass,IP,W,Total,%,Gender,Semester,Year,teacher_id
MAT 676,Research work for the Master's Degree including an internship and a Master's Thesis 3,ENG,1,0,0,0,0,0,0,3,1,0,0,4,0%   0%   0%   0%   0%,0,1,2022,154
MAT 695,Pedagogical Practice,ENG,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2022,169
MAT 700,Research Methods,ENG,1,4,0,0,0,0,0,0,0,0,0,4,100%   0%   0%   0%   0%,0,1,2022,154
MAT 723,Topics in Algebra,ENG,1,2,1,0,0,0,0,0,0,0,0,3,66.7%   33.3%   0%   0%   0%,0,1,2022,447
MAT 772,Hypoelliptic functional inequalities,ENG,1,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,0,1,2022,174
MAT 890,Scientific & Research Practice,ENG,1,1,0,1,0,0,1,0,0,0,0,3,33.3%   0%   33.3%   0%   33.3%,1,1,2022,4
MCM 103,Calculus 1,ENG,1,1,7,11,11,0,1,0,0,0,1,32,3.1%   21.9%   34.4%   34.4%   3.1%,1,1,2022,159
MCM 202,Mathematical analysis 3,ENG,1,5,12,2,5,3,0,0,0,0,0,27,18.5%   44.4%   7.4%   18.5%   11.1%,1,1,2022,159
MCM 302,Numerical methods,ENG,0,6,23,15,4,0,3,0,0,0,0,51,11.8%   45.1%   29.4%   7.8%   5.9%,1,1,2022,11
MCM 448,Industrial project 1,ENG,0,11,4,0,0,0,1,0,0,0,0,16,68.8%   25%   0%   0%   6.3%,1,1,2022,169
MCM 449,Industrial project 2,ENG,0,11,4,0,0,0,1,0,0,0,0,16,68.8%   25%   0%   0%   6.3%,1,1,2022,169
MDE 103,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,18,15,10,2,0,3,0,0,0,0,48,37.5%   31.3%   20.8%   4.2%   6.3%,1,1,2022,448
MDE 104,Foreign Language 1 (English for Academic Purposes - B2 level),MDE,0,4,7,15,2,0,2,0,0,0,0,30,13.3%   23.3%   50%   6.7%   6.7%,1,1,2022,449
MDE 107,Foreign Language 1 (General English - A1 level),PED,0,23,61,47,9,0,7,0,0,0,0,147,15.6%   41.5%   32%   6.1%   4.8%,0,1,2022,450
MDE 109,Foreign Language 1 (General English - A2 level),PED,0,0,0,1,2,2,1,0,0,0,0,6,0%   0%   16.7%   33.3%   50%,1,1,2022,184
MDE 109,Foreign Language 1 (General English - A2 level),PED,0,1,4,5,1,0,0,0,0,0,0,11,9.1%   36.4%   45.5%   9.1%   0%,1,1,2022,183
MDE 111,Kazakh Language 1 (А1 level/ for foreigners),MDE,0,3,4,0,0,0,4,0,0,0,0,11,27.3%   36.4%   0%   0%   36.4%,1,1,2022,451
MDE 115,Kazakh Language 1 (B2 level),MDE,0,37,64,13,3,0,3,0,0,0,0,120,30.8%   53.3%   10.8%   2.5%   2.5%,1,1,2022,186
MDE 115,Kazakh Language 1 (B2 level),MDE,0,83,44,12,1,0,4,0,0,0,1,145,57.2%   30.3%   8.3%   0.7%   2.8%,1,1,2022,452
MDE 115,Kazakh Language 1 (B2 level),MDE,0,5,5,9,0,0,3,0,0,0,0,22,22.7%   22.7%   40.9%   0%   13.6%,1,1,2022,453
MDE 115,Kazakh Language 1 (B2 level),ENG,0,15,9,1,0,0,0,0,0,0,0,25,60%   36%   4%   0%   0%,1,1,2022,187
MDE 115,Kazakh Language 1 (B2 level),PED,0,15,9,1,0,0,0,0,0,0,0,25,60%   36%   4%   0%   0%,1,1,2022,187
MDE 115,Kazakh Language 1 (B2 level),MDE,0,31,37,13,6,0,3,0,0,0,0,90,34.4%   41.1%   14.4%   6.7%   3.3%,1,1,2022,188
MDE 115,Kazakh Language 1 (B2 level),MDE,0,11,27,19,2,0,4,0,0,0,0,63,17.5%   42.9%   30.2%   3.2%   6.3%,1,1,2022,189
MDE 115,Kazakh Language 1 (B2 level),MDE,0,21,24,4,0,0,1,0,0,0,0,50,42%   48%   8%   0%   2%,1,1,2022,190
MDE 115,Kazakh Language 1 (B2 level),MDE,1,38,23,4,2,0,5,0,0,0,0,72,52.8%   31.9%   5.6%   2.8%   6.9%,1,1,2022,191
MDE 115,Kazakh Language 1 (B2 level),MDE,0,54,6,5,2,0,4,0,0,0,0,71,76.1%   8.5%   7%   2.8%   5.6%,0,1,2022,192
MDE 115,Kazakh Language 1 (B2 level),MDE,0,23,38,6,3,0,3,0,0,0,0,73,31.5%   52.1%   8.2%   4.1%   4.1%,0,1,2022,193
MDE 115,Kazakh Language 1 (B2 level),MDE,0,18,28,7,1,0,9,0,0,0,0,63,28.6%   44.4%   11.1%   1.6%   14.3%,1,1,2022,454
MDE 117,Kazakh Language 1 (C1 level),MDE,0,4,11,3,1,0,1,0,0,0,0,20,20%   55%   15%   5%   5%,1,1,2022,188
MDE 117,Kazakh Language 1 (C1 level),MDE,0,9,14,8,0,0,3,0,0,0,0,34,26.5%   41.2%   23.5%   0%   8.8%,1,1,2022,189
MDE 117,Kazakh Language 1 (C1 level),MDE,0,11,10,4,1,0,2,0,0,0,0,28,39.3%   35.7%   14.3%   3.6%   7.1%,1,1,2022,190
MDE 117,Kazakh Language 1 (C1 level),MDE,1,12,11,4,2,0,1,0,0,0,0,30,40%   36.7%   13.3%   6.7%   3.3%,1,1,2022,191
MDE 117,Kazakh Language 1 (C1 level),MDE,0,33,19,2,0,0,2,0,0,0,0,56,58.9%   33.9%   3.6%   0%   3.6%,0,1,2022,193
MDE 117,Kazakh Language 1 (C1 level),MDE,0,11,26,4,0,0,1,0,0,0,0,42,26.2%   61.9%   9.5%   0%   2.4%,1,1,2022,454
MDE 121,Russian Language 1 (А1 level/ for foreigners),MDE,0,7,6,2,2,0,0,0,0,0,0,17,41.2%   35.3%   11.8%   11.8%   0%,1,1,2022,194
MDE 125,Russian Language 1 (B2 level),MDE,0,13,54,17,7,1,7,0,0,0,0,99,13.1%   54.5%   17.2%   7.1%   8.1%,1,1,2022,194
MDE 125,Russian Language 1 (B2 level),MDE,1,37,69,8,1,0,4,0,0,0,0,119,31.1%   58%   6.7%   0.8%   3.4%,1,1,2022,195
MDE 125,Russian Language 1 (B2 level),MDE,0,30,43,16,1,0,4,0,0,0,0,94,31.9%   45.7%   17%   1.1%   4.3%,1,1,2022,196
MDE 125,Russian Language 1 (B2 level),MDE,1,18,76,17,0,0,8,0,0,0,0,119,15.1%   63.9%   14.3%   0%   6.7%,1,1,2022,455
MDE 125,Russian Language 1 (B2 level),MDE,0,52,57,13,1,0,1,0,0,0,0,124,41.9%   46%   10.5%   0.8%   0.8%,1,1,2022,456
MDE 125,Russian Language 1 (B2 level),MDE,1,14,20,3,0,0,0,0,0,0,2,39,35.9%   51.3%   7.7%   0%   0%,1,1,2022,457
MDE 125,Russian Language 1 (B2 level),MDE,1,13,28,5,2,0,1,0,0,0,1,50,26%   56%   10%   4%   2%,1,1,2022,198
MDE 127,Russian Language 1 (C1 level),MDE,1,13,14,1,0,0,5,0,0,0,0,33,39.4%   42.4%   3%   0%   15.2%,1,1,2022,195
MDE 127,Russian Language 1 (C1 level),MDE,0,16,26,5,1,0,6,0,0,0,0,54,29.6%   48.1%   9.3%   1.9%   11.1%,1,1,2022,196
MDE 127,Russian Language 1 (C1 level),MDE,0,3,10,0,0,0,0,0,0,0,0,13,23.1%   76.9%   0%   0%   0%,1,1,2022,456
MDE 127,Russian Language 1 (C1 level),MDE,1,6,9,0,0,0,1,0,0,0,1,17,35.3%   52.9%   0%   0%   5.9%,1,1,2022,457
MDE 127,Russian Language 1 (C1 level),MDE,1,14,17,6,0,0,0,0,0,0,1,38,36.8%   44.7%   15.8%   0%   0%,1,1,2022,198
MDE 131,Turkish Language 1 (А1 level),MDE,0,37,32,7,0,0,4,0,0,0,0,80,46.3%   40%   8.8%   0%   5%,0,1,2022,200
MDE 131,Turkish Language 1 (А1 level),MDE,1,57,58,12,2,0,1,0,0,0,0,130,43.8%   44.6%   9.2%   1.5%   0.8%,0,1,2022,201
MDE 131,Turkish Language 1 (А1 level),MDE,0,89,83,41,12,3,6,0,0,0,0,234,38%   35.5%   17.5%   5.1%   3.8%,1,1,2022,458
MDE 131,Turkish Language 1 (А1 level),MDE,0,106,55,16,3,0,2,0,0,0,0,182,58.2%   30.2%   8.8%   1.6%   1.1%,0,1,2022,209
MDE 131,Turkish Language 1 (А1 level),MDE,0,86,73,14,4,0,5,0,0,0,0,182,47.3%   40.1%   7.7%   2.2%   2.7%,1,1,2022,459
MDE 131,Turkish Language 1 (А1 level),MDE,1,121,56,18,3,0,9,0,0,0,0,207,58.5%   27.1%   8.7%   1.4%   4.3%,1,1,2022,205
MDE 131,Turkish Language 1 (А1 level),MDE,0,23,44,31,4,0,1,0,0,0,0,103,22.3%   42.7%   30.1%   3.9%   1%,1,1,2022,206
MDE 131,Turkish Language 1 (А1 level),MDE,0,18,20,7,6,0,1,0,0,0,0,52,34.6%   38.5%   13.5%   11.5%   1.9%,1,1,2022,460
MDE 131,Turkish Language 1 (А1 level),MDE,0,122,88,15,4,0,5,0,0,0,0,234,52.1%   37.6%   6.4%   1.7%   2.1%,1,1,2022,212
MDE 131,Turkish Language 1 (А1 level),MDE,0,9,8,5,3,1,0,0,0,0,0,26,34.6%   30.8%   19.2%   11.5%   3.8%,0,1,2022,207
MDE 133,Turkish Language 3 (А2 level),MDE,1,6,14,5,0,0,0,0,0,0,0,25,24%   56%   20%   0%   0%,0,1,2022,201
MDE 133,Turkish Language 3 (А2 level),MDE,0,6,21,16,0,0,3,0,0,0,3,49,12.2%   42.9%   32.7%   0%   6.1%,0,1,2022,461
MDE 133,Turkish Language 3 (А2 level),MDE,0,128,134,13,0,0,0,0,0,0,0,275,46.5%   48.7%   4.7%   0%   0%,0,1,2022,202
MDE 133,Turkish Language 3 (А2 level),MDE,0,11,18,12,8,0,1,0,0,0,0,50,22%   36%   24%   16%   2%,0,1,2022,462
MDE 133,Turkish Language 3 (А2 level),MDE,0,10,11,2,1,0,1,0,0,0,0,25,40%   44%   8%   4%   4%,0,1,2022,210
MDE 133,Turkish Language 3 (А2 level),MDE,1,153,60,9,0,0,3,0,0,0,0,225,68%   26.7%   4%   0%   1.3%,0,1,2022,204
MDE 133,Turkish Language 3 (А2 level),MDE,0,13,36,16,0,2,8,0,0,0,0,75,17.3%   48%   21.3%   0%   13.3%,1,1,2022,211
MDE 133,Turkish Language 3 (А2 level),MDE,0,25,28,22,13,0,11,0,0,0,0,99,25.3%   28.3%   22.2%   13.1%   11.1%,1,1,2022,460
MDE 133,Turkish Language 3 (А2 level),MDE,0,234,35,1,0,0,3,0,0,0,0,273,85.7%   12.8%   0.4%   0%   1.1%,0,1,2022,207
MDE 133,Turkish Language 3 (А2 level),MDE,1,34,66,29,27,11,19,0,0,0,1,187,18.2%   35.3%   15.5%   14.4%   16%,1,1,2022,208
MDE 134,Turkish Language 4 (А2 level),MDE,0,6,3,1,0,0,2,0,0,0,0,12,50%   25%   8.3%   0%   16.7%,0,1,2022,200
MDE 151,Module of Social and Political Knowledge (Political Science),MDE,0,64,204,219,91,45,82,0,0,0,41,746,8.6%   27.3%   29.4%   12.2%   17%,0,1,2022,463
MDE 151,Module of Social and Political Knowledge (Political Science),LAW,0,55,6,0,0,0,4,0,0,0,0,65,84.6%   9.2%   0%   0%   6.2%,0,1,2022,224
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,0,4,21,30,6,4,2,0,0,0,2,69,5.8%   30.4%   43.5%   8.7%   8.7%,0,1,2022,463
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,1,373,302,36,24,11,44,0,0,0,1,791,47.2%   38.2%   4.6%   3%   7%,1,1,2022,214
MDE 152,Module of Social and Political Knowledge (Sociology),MDE,0,159,61,4,0,0,22,0,0,0,0,246,64.6%   24.8%   1.6%   0%   8.9%,0,1,2022,215
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,1,261,53,7,4,1,11,0,0,0,0,337,77.4%   15.7%   2.1%   1.2%   3.6%,1,1,2022,214
MDE 153,Module of Social and Political Knowledge (Cultural Studies),MDE,0,94,4,0,0,0,0,0,0,0,0,98,95.9%   4.1%   0%   0%   0%,0,1,2022,215
MDE 154,Module of Social and Political Knowledge (Psychology),PED,1,99,0,0,0,0,0,0,0,0,0,99,100%   0%   0%   0%   0%,1,1,2022,216
MDE 154,Module of Social and Political Knowledge (Psychology),MDE,0,204,123,24,0,3,7,0,0,0,1,362,56.4%   34%   6.6%   0%   2.8%,1,1,2022,217
MDE 156,Foreign Language 1 (English for Academic Purposes - B1 level ),BS,0,6,24,36,15,8,8,0,0,0,0,97,6.2%   24.7%   37.1%   15.5%   16.5%,1,1,2022,464
MDE 157,Foreign Language 1 (English for Academic Purposes - B2 level),BS,0,0,10,1,0,3,4,0,0,0,0,18,0%   55.6%   5.6%   0%   38.9%,1,1,2022,181
MDE 157,Foreign Language 1 (English for Academic Purposes - B2 level),BS,0,5,1,2,0,0,2,0,0,0,1,11,45.5%   9.1%   18.2%   0%   18.2%,1,1,2022,448
MDE 161,Еconomy,BS,0,9,64,110,9,3,8,0,0,0,0,203,4.4%   31.5%   54.2%   4.4%   5.4%,0,1,2022,465
MDE 161,Еconomy,LAW,0,12,9,1,0,0,0,0,0,0,0,22,54.5%   40.9%   4.5%   0%   0%,1,1,2022,466
MDE 162,Law,LAW,0,60,34,15,7,2,7,0,0,0,0,125,48%   27.2%   12%   5.6%   7.2%,0,1,2022,140
MDE 162,Law,LAW,0,25,26,7,16,1,13,0,0,0,0,88,28.4%   29.5%   8%   18.2%   15.9%,0,1,2022,467
MDE 162,Law,ENG,0,72,22,5,6,0,6,0,0,0,1,112,64.3%   19.6%   4.5%   5.4%   5.4%,1,1,2022,125
MDE 166,Еntrepreneurship,ENG,0,30,77,11,6,2,9,0,0,0,0,135,22.2%   57%   8.1%   4.4%   8.1%,1,1,2022,466
MDE 167,Leadership,BS,0,5,16,29,24,8,4,0,0,0,0,86,5.8%   18.6%   33.7%   27.9%   14%,0,1,2022,468
MDE 168,Innovative Trends,LAW,0,33,19,11,6,0,6,0,0,0,0,75,44%   25.3%   14.7%   8%   8%,0,1,2022,469
MDE 168,Innovative Trends,LAW,0,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,1,1,2022,125
MDE 171,History of Kazakhstan,MDE,1,82,110,22,2,0,8,0,0,0,0,224,36.6%   49.1%   9.8%   0.9%   3.6%,0,1,2022,69
MDE 171,History of Kazakhstan,MDE,0,42,96,29,15,0,20,0,0,0,0,202,20.8%   47.5%   14.4%   7.4%   9.9%,0,1,2022,218
MDE 171,History of Kazakhstan,MDE,0,270,94,16,0,0,4,0,0,0,0,384,70.3%   24.5%   4.2%   0%   1%,0,1,2022,219
MDE 171,History of Kazakhstan,MDE,0,3,4,1,0,0,12,0,0,0,4,24,12.5%   16.7%   4.2%   0%   50%,0,1,2022,463
MDE 172,Philosophy,MDE,1,78,35,0,0,0,1,0,0,0,0,114,68.4%   30.7%   0%   0%   0.9%,0,1,2022,361
MDE 172,Philosophy,MDE,0,228,52,4,0,0,19,0,0,0,0,303,75.2%   17.2%   1.3%   0%   6.3%,0,1,2022,224
MDE 172,Philosophy,MDE,1,145,34,20,0,0,2,0,0,0,0,201,72.1%   16.9%   10%   0%   1%,0,1,2022,470
MDE 172,Philosophy,MDE,1,15,6,1,1,0,4,0,0,0,0,27,55.6%   22.2%   3.7%   3.7%   14.8%,0,1,2022,220
MDE 173,Information and Communication Technologies (in English),MDE,0,153,335,212,70,25,30,0,0,0,1,826,18.5%   40.6%   25.7%   8.5%   6.7%,1,1,2022,221
MDE 177,Turkish Language 1 (А1 level),PED,0,15,9,1,1,0,0,0,0,0,0,26,57.7%   34.6%   3.8%   3.8%   0%,0,1,2022,200
MDE 177,Turkish Language 1 (А1 level),PED,0,5,12,8,1,0,0,0,0,0,0,26,19.2%   46.2%   30.8%   3.8%   0%,1,1,2022,222
MDE 177,Turkish Language 1 (А1 level),PED,0,16,6,1,0,0,1,0,0,0,0,24,66.7%   25%   4.2%   0%   4.2%,1,1,2022,471
MDE 177,Turkish Language 1 (А1 level),MDE,1,54,21,2,1,0,0,0,0,0,0,78,69.2%   26.9%   2.6%   1.3%   0%,0,1,2022,203
MDE 177,Turkish Language 1 (А1 level),PED,0,13,10,1,0,0,1,0,0,0,0,25,52%   40%   4%   0%   4%,1,1,2022,459
MDE 177,Turkish Language 1 (А1 level),PED,0,9,26,7,6,3,1,0,0,0,0,52,17.3%   50%   13.5%   11.5%   7.7%,1,1,2022,211
MDE 177,Turkish Language 1 (А1 level),PED,0,42,34,21,2,0,5,0,0,0,0,104,40.4%   32.7%   20.2%   1.9%   4.8%,0,1,2022,207
MDE 179,Turkish Language 1 (B1 level),PED,1,13,7,6,0,0,1,0,0,0,0,27,48.1%   25.9%   22.2%   0%   3.7%,1,1,2022,205
MDE 187,Foreign Language 2 (English for Academic Purposes - B1+ level ),BS,1,3,5,5,1,0,1,0,0,0,0,15,20%   33.3%   33.3%   6.7%   6.7%,0,1,2022,305
MDE 187,Foreign Language 2 (English for Academic Purposes - B1+ level ),BS,0,4,3,3,5,0,3,0,0,0,3,21,19%   14.3%   14.3%   23.8%   14.3%,1,1,2022,464
MDE 187,Foreign Language 2 (English for Academic Purposes - B1+ level ),BS,0,8,3,0,0,0,3,0,0,0,0,14,57.1%   21.4%   0%   0%   21.4%,1,1,2022,448
MDE 188,Foreign Language 2 (English for Academic Purposes - B1+ level ),LAW,0,2,3,3,1,0,0,0,0,0,0,9,22.2%   33.3%   33.3%   11.1%   0%,0,1,2022,472
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,0,2,2,1,0,3,0,0,0,0,8,0%   25%   25%   12.5%   37.5%,1,1,2022,180
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,25,58,26,8,1,6,0,0,0,2,126,19.8%   46%   20.6%   6.3%   5.6%,0,1,2022,227
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,2,28,43,17,2,8,0,0,0,0,100,2%   28%   43%   17%   10%,0,1,2022,472
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),PED,0,2,28,43,17,2,8,0,0,0,0,100,2%   28%   43%   17%   10%,0,1,2022,472
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,3,3,15,22,9,7,0,0,0,0,59,5.1%   5.1%   25.4%   37.3%   27.1%,1,1,2022,181
MDE 190,Foreign Language 1 (English for Academic Purposes - B1 level ),ENG,0,7,46,36,16,4,14,0,0,0,0,123,5.7%   37.4%   29.3%   13%   14.6%,1,1,2022,183
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,2,13,19,5,1,14,0,0,0,0,54,3.7%   24.1%   35.2%   9.3%   27.8%,1,1,2022,184
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,0,1,4,1,0,2,0,0,0,0,8,0%   12.5%   50%   12.5%   25%,1,1,2022,318
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,3,10,24,7,0,3,0,0,0,0,47,6.4%   21.3%   51.1%   14.9%   6.4%,1,1,2022,473
MDE 191,Foreign Language 2 (English for Academic Purposes - B1+ level ),ENG,0,15,31,12,4,2,6,0,0,0,0,70,21.4%   44.3%   17.1%   5.7%   11.4%,1,1,2022,448
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,0,0,0,1,2,0,0,0,0,0,0,3,0%   0%   33.3%   66.7%   0%,1,1,2022,449
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,1,16,61,22,2,0,3,0,0,0,0,104,15.4%   58.7%   21.2%   1.9%   2.9%,0,1,2022,305
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,0,4,10,1,0,0,0,0,0,0,0,15,26.7%   66.7%   6.7%   0%   0%,1,1,2022,474
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,0,2,10,6,2,2,0,0,0,0,0,22,9.1%   45.5%   27.3%   9.1%   9.1%,1,1,2022,181
MDE 192,Foreign Language 1 (English for Academic Purposes - B2 level),ENG,0,5,6,3,1,0,1,0,0,0,0,16,31.3%   37.5%   18.8%   6.3%   6.3%,1,1,2022,448
MDE 193,Professional oriented foreign language,PED,0,5,3,4,0,0,0,0,0,0,0,12,41.7%   25%   33.3%   0%   0%,1,1,2022,475
MDE 195,Foreign Language 1 (General English - A2 level),PED,0,6,8,4,1,0,0,0,0,0,0,19,31.6%   42.1%   21.1%   5.3%   0%,1,1,2022,184
MDE 195,Foreign Language 1 (General English - A2 level),PED,0,4,3,1,0,0,0,0,0,0,0,8,50%   37.5%   12.5%   0%   0%,1,1,2022,183
MDE 197,Foreign Language 1 (English for Academic Purposes - B1 level ),PED,0,25,47,22,3,0,0,0,0,0,0,97,25.8%   48.5%   22.7%   3.1%   0%,1,1,2022,180
MDE 198,Foreign Language 2 (English for Academic Purposes - B1+ level ),PED,0,8,21,7,1,0,0,0,0,0,0,37,21.6%   56.8%   18.9%   2.7%   0%,1,1,2022,180
MDE 199,Foreign Language 1 (English for Academic Purposes - B2 level),PED,0,3,1,1,0,0,0,0,0,0,0,5,60%   20%   20%   0%   0%,1,1,2022,449
MDE 201,Turkish Language 1 (B1 level) (Debate club),MDE,1,10,2,1,1,0,0,0,0,0,0,14,71.4%   14.3%   7.1%   7.1%   0%,1,1,2022,213
MDE 203,Turkish Language 3 (B2 level) (Debate club),MDE,1,7,1,1,1,0,2,0,0,0,0,12,58.3%   8.3%   8.3%   8.3%   16.7%,1,1,2022,213
MDE 205,Turkish Language 1 (B1 level) ( Cooking club ),MDE,0,25,0,0,0,0,0,0,0,0,0,25,100%   0%   0%   0%   0%,0,1,2022,211
MDE 207,Turkish Language 3 (B2 level) ( Cooking club ),MDE,0,24,0,0,0,0,1,0,0,0,0,25,96%   0%   0%   0%   4%,0,1,2022,211
MDE 211,Turkish Language 3 (B2 level) ( Storytelling club),MDE,1,15,9,1,0,0,0,0,0,0,0,25,60%   36%   4%   0%   0%,0,1,2022,204
MDE 213,Turkish Language 1 (B1 level) (Singing club),MDE,0,18,6,1,0,0,0,0,0,0,0,25,72%   24%   4%   0%   0%,0,1,2022,209
MDE 215,Turkish Language 3 (B2 level) (Singing club),MDE,0,19,6,0,0,0,0,0,0,0,0,25,76%   24%   0%   0%   0%,0,1,2022,209
MDE 217,Turkish Language 1 (B1 level) (Translation club ),MDE,0,11,8,4,0,0,0,0,0,0,1,24,45.8%   33.3%   16.7%   0%   0%,1,1,2022,212
MDE 219,Turkish Language 3 (B2 level) (Translation club ),MDE,0,11,5,0,0,0,4,0,0,0,0,20,55%   25%   0%   0%   20%,1,1,2022,212
MDE 221,Turkish Language 1 (B1 level) (Poetry club),MDE,1,7,1,0,0,0,1,0,0,0,0,9,77.8%   11.1%   0%   0%   11.1%,1,1,2022,208
MDE 223,Turkish Language 3 (B2 level)(Poetry club),MDE,1,9,3,4,2,0,0,0,0,0,0,18,50%   16.7%   22.2%   11.1%   0%,1,1,2022,208
MDE 225,Turkish Language 1 (B1 level) (Movie club),MDE,0,3,21,0,1,0,0,0,0,0,0,25,12%   84%   0%   4%   0%,0,1,2022,200
MDE 227,Turkish Language 3 (B2 level) (Movie club),MDE,0,17,6,1,0,0,0,0,0,0,0,24,70.8%   25%   4.2%   0%   0%,0,1,2022,200
MDE 229,Turkish Language 1 (B1 level) (Turkology club),MDE,1,3,5,7,3,0,1,0,0,0,0,19,15.8%   26.3%   36.8%   15.8%   5.3%,0,1,2022,203
MDE 231,Turkish Language 3 (B1 level) (Turkology club),MDE,1,2,0,1,2,1,5,0,0,0,1,12,16.7%   0%   8.3%   16.7%   50%,0,1,2022,203
MDE 235,Turkish Language 3 (B2 level) (Drama club),MDE,1,10,3,4,0,0,1,0,0,0,0,18,55.6%   16.7%   22.2%   0%   5.6%,1,1,2022,205
MDE 237,Turkish Language 1 (B1 level) (Art club),MDE,0,9,7,1,1,0,0,0,0,0,0,18,50%   38.9%   5.6%   5.6%   0%,1,1,2022,206
MDE 239,Turkish Language 3 (B2 level) (Art club),MDE,0,16,5,0,1,0,2,0,0,0,1,25,64%   20%   0%   4%   8%,1,1,2022,206
MDE 501,History and Philosophy of Science,LAW,1,20,1,0,0,0,1,0,0,0,0,22,90.9%   4.5%   0%   0%   4.5%,0,1,2022,361
MDE 501,History and Philosophy of Science,MDE,1,53,30,8,4,4,40,0,0,0,1,140,37.9%   21.4%   5.7%   2.9%   31.4%,0,1,2022,220
MDE 522,Psychology of Management,LAW,1,10,4,0,1,0,0,0,0,0,0,15,66.7%   26.7%   0%   6.7%   0%,1,1,2022,216
MDE 522,Psychology of Management,BS,0,1,9,2,0,0,2,0,0,0,0,14,7.1%   64.3%   14.3%   0%   14.3%,1,1,2022,476
MDE 522,Psychology of Management,ENG,0,30,23,3,0,0,40,0,0,0,0,96,31.3%   24%   3.1%   0%   41.7%,1,1,2022,217
PED 104,Elementary mathematics,PED,0,19,19,5,3,0,0,0,0,0,0,46,41.3%   41.3%   10.9%   6.5%   0%,1,1,2022,477
PED 113,Introductory Physics&Terminology,PED,0,11,22,10,12,0,0,0,0,0,0,55,20%   40%   18.2%   21.8%   0%,0,1,2022,478
PED 129,Mathematical Analysis 1,PED,0,23,30,14,4,1,1,0,0,0,0,73,31.5%   41.1%   19.2%   5.5%   2.7%,1,1,2022,231
PED 131,Mathematical analysis 3,PED,0,25,28,24,8,3,0,0,0,0,2,90,27.8%   31.1%   26.7%   8.9%   3.3%,0,1,2022,359
PED 134,Botany,PED,0,55,18,1,1,0,1,0,0,0,0,76,72.4%   23.7%   1.3%   1.3%   1.3%,1,1,2022,479
PED 136,Basis of General chemistry and terminology,PED,0,12,33,16,3,0,1,0,0,0,0,65,18.5%   50.8%   24.6%   4.6%   1.5%,1,1,2022,480
PED 137,Mathematics,PED,0,12,25,25,7,1,2,0,0,0,0,72,16.7%   34.7%   34.7%   9.7%   4.2%,1,1,2022,249
PED 138,Elementary mathematics + educational practice,PED,0,53,14,4,0,1,0,0,0,0,0,72,73.6%   19.4%   5.6%   0%   1.4%,0,1,2022,359
PED 202,Cytology and Histology,PED,0,37,13,8,1,0,0,0,0,0,0,59,62.7%   22%   13.6%   1.7%   0%,0,1,2022,233
PED 204,Object Oriented Programming,PED,0,17,15,11,3,0,0,0,0,0,0,46,37%   32.6%   23.9%   6.5%   0%,1,1,2022,481
PED 221,Inorganic chemistry,PED,0,11,22,15,4,0,0,0,0,0,0,52,21.2%   42.3%   28.8%   7.7%   0%,1,1,2022,480
PED 227,General physics,PED,0,5,16,13,11,4,0,0,0,0,0,49,10.2%   32.7%   26.5%   22.4%   8.2%,0,1,2022,478
PED 244,Analytic Geometry,PED,0,13,23,13,9,4,1,0,0,0,0,63,20.6%   36.5%   20.6%   14.3%   7.9%,1,1,2022,482
PED 256,Programming for mathematics,PED,0,10,21,34,7,1,4,0,0,0,16,93,10.8%   22.6%   36.6%   7.5%   5.4%,0,1,2022,246
PED 265,Ecology and Life Security Precautions,PED,1,35,92,24,3,0,0,0,0,0,0,154,22.7%   59.7%   15.6%   1.9%   0%,1,1,2022,241
PED 265,Ecology and Life Security Precautions,PED,0,91,4,0,0,0,0,0,0,0,0,95,95.8%   4.2%   0%   0%   0%,1,1,2022,479
PED 300,Mathematics Teaching Skills,PED,0,10,16,1,0,0,4,0,0,0,0,31,32.3%   51.6%   3.2%   0%   12.9%,0,1,2022,236
PED 303,Analytical Chemistry(qualitative analysis),PED,0,20,28,2,2,0,0,0,0,0,0,52,38.5%   53.8%   3.8%   3.8%   0%,1,1,2022,480
